"","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous"
"276","18","1914","11","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","223","331","332","green","111212","False"
"277","18","1364","12","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","111","123","132","solid","113211","False"
"278","18","474","13","English","solid things","0.2","striped things","0.75","polka-dotted things","0.5","clouds","0.25","circles","0.75","squares","0.5","223","113","331","green","211111","True"
"279","18","174","14","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.25","circles","0.5","squares","0.8","322","122","122","striped","323212","True"
"280","18","1873","15","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","331","312","312","polka-dotted","123212","False"
"281","18","1616","16","English","solid things","0.5","striped things","0.2","polka-dotted things","0.8","blue things","0.5","red things","0.25","green things","0.8","233","222","112","circle","211112","True"
"282","18","2010","17","English","clouds","0.5","circles","0.25","squares","0.8","blue things","0.5","red things","0.2","green things","0.8","313","312","213","solid","322122","True"
"283","18","1623","18","English","clouds","0.5","circles","0.8","squares","0.25","blue things","0.5","red things","0.8","green things","0.25","212","313","321","solid","211112","True"
"284","18","439","19","English","blue things","0.2","red things","0.8","green things","0.25","solid things","0.85","striped things","0.5","polka-dotted things","0.25","112","133","131","cloud","321112","True"
"285","18","2279","20","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","111","111","311","cloud","213232","False"
"286","19","390","6","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","332","322","222","polka-dotted","122132","False"
"287","19","1027","7","english","blue things","0.5","red things","0.25","green things","0.85","clouds","0.25","circles","0.5","squares","0.75","323","122","133","striped","212212","True"
"288","19","1590","8","english","blue things","0.5","red things","0.8","green things","0.2","solid things","0.75","striped things","0.15","polka-dotted things","0.5","212","212","223","circle","322121","True"
"289","19","1469","9","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","311","322","332","blue","123211","False"
"290","19","339","10","english","solid things","0.85","striped things","0.25","polka-dotted things","0.25","clouds","0.5","circles","0.5","squares","0.5","312","332","323","red","213211","True"
"291","19","271","11","english","clouds","0.5","circles","0.35","squares","0.7","blue things","0.55","red things","0.2","green things","0.7","313","212","333","solid","212222","True"
"292","19","1285","12","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","221","313","132","blue","111111","False"
"293","19","757","13","english","blue things","0.65","red things","0.3","green things","0.5","clouds","0.35","circles","0.5","squares","0.75","311","112","122","solid","211212","True"
"294","19","1599","14","english","blue things","0.5","red things","0.7","green things","0.3","solid things","0.7","striped things","0.3","polka-dotted things","0.5","212","212","223","circle","322121","True"
"295","19","967","15","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","322","233","213","red","121112","False"
"296","19","1025","16","english","solid things","0.5","striped things","0.3","polka-dotted things","0.8","clouds","0.5","circles","0.65","squares","0.3","233","323","331","green","212212","True"
"297","19","459","17","english","clouds","0.5","circles","0.75","squares","0.2","blue things","0.5","red things","0.25","green things","0.75","233","332","111","polka-dotted","211111","True"
"298","19","903","18","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","323","323","112","green","212121","False"
"299","19","1133","19","english","solid things","0.7","striped things","0.25","polka-dotted things","0.5","blue things","0.3","red things","0.75","green things","0.5","212","221","221","circle","321212","True"
"300","19","328","20","english","clouds","0.7","circles","0.35","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","112","212","313","red","213211","True"
"301","20","81","6","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","331","232","112","blue","122111","False"
"302","20","2046","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.05","clouds","0.05","circles","0.95","squares","0.5","211","231","111","blue","322122","True"
"303","20","638","8","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","121","321","232","cloud","112121","False"
"304","20","1758","9","English","blue things","0.5","red things","0.65","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0","312","312","332","square","322132","True"
"305","20","722","10","English","blue things","0.4","red things","0.5","green things","0.6","clouds","0.05","circles","0.5","squares","0.6","313","113","321","solid","212122","True"
"306","20","1041","11","English","blue things","0.7","red things","0.15","green things","0.5","solid things","0.5","striped things","0.65","polka-dotted things","0.25","121","132","231","cloud","212212","True"
"307","20","1515","12","English","solid things","0.5","striped things","0.05","polka-dotted things","0.7","blue things","0.5","red things","0.5","green things","0.5","231","221","223","circle","322112","True"
"308","20","1520","13","English","solid things","0.5","striped things","0.5","polka-dotted things","0.7","clouds","0.65","circles","0.25","squares","0.5","131","111","211","blue","322112","True"
"309","20","2323","14","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","223","222","222","green","123232","False"
"310","20","1561","15","English","blue things","0.5","red things","0.35","green things","0.6","solid things","0.5","striped things","0.4","polka-dotted things","0.65","133","133","122","cloud","322121","True"
"311","20","937","16","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","321","321","112","blue","212121","False"
"312","20","329","17","English","solid things","0.7","striped things","0.5","polka-dotted things","0.3","blue things","0.5","red things","0.5","green things","0.5","212","232","122","circle","213211","True"
"313","20","1537","18","English","blue things","0.5","red things","0.3","green things","0.65","solid things","0.5","striped things","0.65","polka-dotted things","0.3","323","322","332","square","322112","True"
"314","20","716","19","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.65","red things","0.5","green things","0.3","221","223","331","circle","212122","True"
"315","20","1876","20","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","332","233","233","red","123212","False"
"316","21","1006","6","english","blue things","0.8","red things","0.15","green things","0.5","solid things","0.2","striped things","0.85","polka-dotted things","0.5","121","112","222","cloud","212212","True"
"317","21","2283","7","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.6","squares","0.5","133","133","123","polka-dotted","213232","False"
"318","21","680","8","english","solid things","0.5","striped things","0.25","polka-dotted things","0.7","blue things","0.5","red things","0.3","green things","0.7","133","122","213","cloud","212211","True"
"319","21","704","9","english","clouds","0.3","circles","0.75","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","211","111","223","solid","212122","True"
"320","21","1627","10","english","solid things","0.25","striped things","0.5","polka-dotted things","0.7","blue things","0.3","red things","0.65","green things","0.5","332","311","221","square","211112","True"
"321","21","1936","11","english","blue things","0.4","red things","0.5","green things","0.5","clouds","0.5","circles","0.4","squares","0.5","222","311","331","striped","111212","False"
"322","21","862","12","english","solid things","0.5","striped things","0.5","polka-dotted things","0.4","clouds","0.5","circles","0.45","squares","0.55","323","331","222","green","112122","False"
"323","21","434","13","english","solid things","0.5","striped things","0.3","polka-dotted things","0.75","blue things","0.75","red things","0.3","green things","0.25","131","122","123","cloud","321112","True"
"324","21","1438","14","english","blue things","0.5","red things","0.3","green things","0.75","solid things","0.25","striped things","0.75","polka-dotted things","0.35","323","313","332","square","322111","True"
"325","21","1503","15","english","clouds","0.65","circles","0.5","squares","0.25","solid things","0.1","striped things","0.8","polka-dotted things","0.5","121","111","311","blue","322112","True"
"326","21","329","16","english","solid things","0.75","striped things","0.5","polka-dotted things","0.25","blue things","0.5","red things","0.5","green things","0.5","212","232","122","circle","213211","True"
"327","21","411","17","english","blue things","0.15","red things","0.9","green things","0.5","clouds","0.3","circles","0.75","squares","0.3","212","311","111","solid","321112","True"
"328","21","1230","18","english","clouds","0.4","circles","0.6","squares","0.5","blue things","0.5","red things","0.4","green things","0.6","233","123","112","polka-dotted","112112","False"
"329","21","1286","19","english","solid things","0.6","striped things","0.4","polka-dotted things","0.4","clouds","0.5","circles","0.6","squares","0.45","211","122","333","blue","111111","False"
"330","21","478","20","english","blue things","0.2","red things","0.7","green things","0.45","solid things","0.7","striped things","0.35","polka-dotted things","0.4","312","321","133","square","211111","True"
"331","22","2038","6","English","solid things","0.7","striped things","0.5","polka-dotted things","0.05","blue things","0.75","red things","0.35","green things","0","111","112","121","cloud","322122","True"
"332","22","1636","7","English","blue things","0.05","red things","0.5","green things","0.5","solid things","0.5","striped things","0","polka-dotted things","0.05","312","333","131","square","211112","True"
"333","22","2262","8","English","blue things","0.95","red things","0","green things","0","solid things","0.05","striped things","0","polka-dotted things","0.95","331","331","231","square","213232","False"
"334","22","1942","9","English","blue things","0","red things","0","green things","0.95","clouds","0","circles","0.95","squares","0.05","223","132","112","striped","111212","False"
"335","22","2088","10","English","solid things","0","striped things","0.95","polka-dotted things","0.05","blue things","0.05","red things","1","green things","0.05","122","111","133","cloud","321111","True"
"336","22","112","11","English","clouds","1","circles","0.05","squares","0.05","solid things","0.95","striped things","0","polka-dotted things","0","113","313","221","green","212111","True"
"337","22","1118","12","English","clouds","0.05","circles","1","squares","0.05","blue things","0.95","red things","0.05","green things","0","211","113","113","solid","321212","True"
"338","22","1120","13","English","solid things","1","striped things","0.05","polka-dotted things","0.05","blue things","1","red things","0.05","green things","0","211","223","223","circle","321212","True"
"339","22","1131","14","English","blue things","0.05","red things","0.95","green things","0.05","solid things","0","striped things","0.95","polka-dotted things","0.05","222","211","211","circle","321212","True"
"340","22","2128","15","English","solid things","0","striped things","0","polka-dotted things","0","blue things","0","red things","0.05","green things","0.05","321","132","212","square","111112","False"
"341","22","1584","16","English","clouds","0","circles","0.7","squares","0","blue things","0","red things","0.95","green things","0","212","212","313","solid","322121","True"
"342","22","1128","17","English","clouds","0.05","circles","0.05","squares","0.95","solid things","0","striped things","0","polka-dotted things","0.95","332","122","122","red","321212","True"
"343","22","1351","18","English","clouds","0.05","circles","0.05","squares","0.95","solid things","0.05","striped things","0.95","polka-dotted things","0","323","331","312","green","113211","False"
"344","22","183","19","English","solid things","0.95","striped things","0","polka-dotted things","0.05","blue things","0.05","red things","0","green things","0.05","211","231","231","circle","323212","True"
"345","22","236","20","English","clouds","0","circles","0.95","squares","0","blue things","0.05","red things","0.05","green things","0","212","212","122","solid","212132","False"
"346","23","446","6","English","clouds","0","circles","0.85","squares","0","blue things","0.8","red things","0","green things","0.5","231","132","332","polka-dotted","321112","True"
"347","23","468","7","English","blue things","0.8","red things","0.45","green things","0","clouds","0.8","circles","0.15","squares","0.5","111","213","322","solid","211111","True"
"348","23","664","8","English","blue things","0.75","red things","0.5","green things","0.2","solid things","0.85","striped things","0.15","polka-dotted things","0.5","211","223","112","circle","212211","True"
"349","23","2212","9","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.2","striped things","0.85","polka-dotted things","0.2","223","213","233","circle","323211","True"
"350","23","1765","10","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.1","red things","0.9","green things","0.5","132","132","131","polka-dotted","322132","True"
"351","23","311","11","English","blue things","0.85","red things","0.5","green things","0.1","solid things","0.5","striped things","0.5","polka-dotted things","0.5","221","223","322","circle","213211","True"
"352","23","551","12","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.15","circles","0.5","squares","0.85","311","111","112","blue","213212","True"
"353","23","848","13","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","123","222","331","cloud","112111","False"
"354","23","2167","14","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","332","121","211","red","121111","False"
"355","23","1169","15","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.8","squares","0.2","232","332","233","red","212232","True"
"356","23","854","16","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","131","332","221","cloud","112122","False"
"357","23","813","17","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","213","222","331","green","112111","False"
"358","23","2280","18","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","222","222","212","striped","213232","False"
"359","23","171","19","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0","squares","0.95","322","222","222","striped","323212","True"
"360","23","1535","20","English","clouds","0.8","circles","0.5","squares","0.15","blue things","0.85","red things","0.5","green things","0.05","111","113","313","solid","322112","True"
"361","24","661","6","English","solid things","0.8","striped things","0.2","polka-dotted things","0.5","clouds","0.5","circles","0.3","squares","0.7","312","222","333","red","212211","True"
"362","24","1761","7","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.6","striped things","0.4","polka-dotted things","0.5","313","313","323","green","322132","True"
"363","24","330","8","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.25","red things","0.8","green things","0.5","312","311","333","solid","213211","True"
"364","24","1641","9","English","blue things","0.5","red things","0.75","green things","0.25","clouds","0.5","circles","0.7","squares","0.35","212","313","133","solid","211112","True"
"365","24","844","10","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","113","323","232","solid","112111","False"
"366","24","1784","11","English","blue things","0.3","red things","0.5","green things","0.6","solid things","0.5","striped things","0.5","polka-dotted things","0.5","123","123","121","cloud","322132","True"
"367","24","777","12","English","clouds","0.5","circles","0.5","squares","0.25","solid things","0.35","striped things","0.65","polka-dotted things","0.5","122","312","313","red","211212","True"
"368","24","2081","13","English","clouds","0.35","circles","0.35","squares","0.6","blue things","0.35","red things","0.35","green things","0.65","323","222","121","striped","321111","True"
"369","24","1687","14","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","131","213","213","polka-dotted","121212","False"
"370","24","888","15","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","321","332","123","blue","112122","False"
"371","24","2127","16","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","123","331","211","cloud","111112","False"
"372","24","781","17","English","blue things","0.7","red things","0.5","green things","0.35","clouds","0.6","circles","0.5","squares","0.35","131","333","313","polka-dotted","211212","True"
"373","24","834","18","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","223","231","312","striped","112111","False"
"374","24","1626","19","English","clouds","0.7","circles","0.5","squares","0.35","solid things","0.65","striped things","0.5","polka-dotted things","0.35","113","333","322","green","211112","True"
"375","24","1432","20","English","blue things","0.7","red things","0.35","green things","0.5","solid things","0.4","striped things","0.75","polka-dotted things","0.25","321","331","312","square","322111","True"
"391","26","499","6","English","solid things","0.6","striped things","0.2","polka-dotted things","0.2","blue things","0.35","red things","0.35","green things","0.75","313","322","231","square","211111","True"
"392","26","1587","7","English","blue things","0.3","red things","0.6","green things","0.5","clouds","0.75","circles","0.6","squares","0.3","112","112","313","solid","322121","True"
"393","26","2047","8","English","solid things","0.5","striped things","0.35","polka-dotted things","0.6","blue things","0.6","red things","0.5","green things","0.45","131","133","121","cloud","322122","True"
"394","26","1693","9","English","clouds","0.5","circles","0.3","squares","0.55","blue things","0.6","red things","0.5","green things","0.35","311","233","233","solid","121212","False"
"395","26","424","10","English","solid things","0.45","striped things","0.6","polka-dotted things","0.45","clouds","0.4","circles","0.6","squares","0.5","222","132","112","red","321112","True"
"396","26","436","11","English","solid things","0.5","striped things","0.35","polka-dotted things","0.6","blue things","0.45","red things","0.45","green things","0.6","233","222","221","circle","321112","True"
"397","26","2094","12","English","clouds","0.6","circles","0.4","squares","0.4","solid things","0.4","striped things","0.6","polka-dotted things","0.4","121","231","311","blue","321111","True"
"398","26","1491","13","English","solid things","0.5","striped things","0.45","polka-dotted things","0.6","clouds","0.5","circles","0.5","squares","0.5","133","111","121","green","123211","False"
"399","26","330","14","English","blue things","0.35","red things","0.6","green things","0.6","clouds","0.5","circles","0.5","squares","0.5","312","311","333","solid","213211","True"
"400","26","736","15","English","blue things","0.65","red things","0.5","green things","0.4","solid things","0.35","striped things","0.45","polka-dotted things","0.5","211","213","321","circle","212122","True"
"401","26","114","16","English","blue things","0.6","red things","0.45","green things","0.45","clouds","0.45","circles","0.4","squares","0.5","311","211","123","solid","212111","True"
"402","26","866","17","English","blue things","0.45","red things","0.6","green things","0.5","clouds","0.35","circles","0.5","squares","0.6","312","331","122","solid","112122","False"
"403","26","1816","18","English","clouds","0.6","circles","0.4","squares","0.5","solid things","0.5","striped things","0.6","polka-dotted things","0.5","121","123","213","blue","122121","False"
"404","26","253","19","English","blue things","0.5","red things","0.6","green things","0.4","solid things","0.6","striped things","0.5","polka-dotted things","0.5","332","313","132","square","212222","True"
"405","26","1496","20","English","blue things","0.45","red things","0.45","green things","0.55","solid things","0.5","striped things","0.6","polka-dotted things","0.45","123","222","221","cloud","123211","False"
"406","27","2358","6","English","blue things","0","red things","0","green things","0.5","clouds","0","circles","0.5","squares","0","213","233","223","solid","113232","False"
"407","27","1512","7","English","solid things","0","striped things","0.5","polka-dotted things","0","blue things","0","red things","1","green things","0","122","123","133","cloud","322112","True"
"408","27","2088","8","English","solid things","0.05","striped things","1","polka-dotted things","0","blue things","0","red things","0.95","green things","0","122","111","133","cloud","321111","True"
"409","27","1725","9","English","clouds","0","circles","1","squares","0","solid things","1","striped things","0.05","polka-dotted things","0","211","231","333","blue","212112","True"
"410","27","2028","10","English","clouds","0.5","circles","0.05","squares","0.05","solid things","0.95","striped things","0","polka-dotted things","0.05","113","133","213","green","322122","True"
"411","27","935","11","English","blue things","0","red things","0","green things","1","clouds","0.5","circles","0.05","squares","0","133","133","212","polka-dotted","212121","False"
"412","27","1963","12","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","312","312","312","red","323232","False"
"413","27","453","13","English","clouds","0.95","circles","0","squares","0","solid things","1","striped things","0","polka-dotted things","0.05","112","332","221","red","211111","True"
"414","27","1304","14","English","solid things","0","striped things","0","polka-dotted things","0.5","blue things","0","red things","0.5","green things","0","232","331","312","circle","122122","False"
"415","27","1477","15","English","blue things","0","red things","0","green things","0.5","solid things","1","striped things","0","polka-dotted things","0","313","123","133","square","123211","False"
"416","27","267","16","English","clouds","0","circles","0.5","squares","0","solid things","0","striped things","0","polka-dotted things","0.5","233","123","232","green","212222","True"
"417","27","1032","17","English","clouds","0","circles","1","squares","0","solid things","0","striped things","0.55","polka-dotted things","0","221","311","323","blue","212212","True"
"418","27","1448","18","English","solid things","0","striped things","1","polka-dotted things","0","blue things","0","red things","0","green things","0.5","123","113","131","cloud","322111","True"
"419","27","338","19","English","clouds","0","circles","0","squares","1","solid things","0.5","striped things","0","polka-dotted things","0","312","112","213","red","213211","True"
"420","27","1540","20","English","solid things","0","striped things","1","polka-dotted things","0.05","clouds","0","circles","0","squares","0.5","323","313","113","green","322112","True"
"421","28","175","6","english","solid things","0.45","striped things","0.55","polka-dotted things","0.5","blue things","0.5","red things","0.95","green things","0.5","222","223","223","circle","323212","True"
"422","28","420","7","english","clouds","0.5","circles","0.5","squares","0.85","blue things","0.5","red things","0.5","green things","0.8","323","121","221","striped","321112","True"
"423","28","1755","8","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0.65","circles","0.5","squares","0.5","131","131","331","polka-dotted","322132","True"
"424","28","885","9","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","113","131","223","solid","112122","False"
"425","28","1975","10","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","233","233","233","green","323232","False"
"426","28","1444","11","english","clouds","0.35","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","311","111","221","blue","322111","True"
"427","28","197","12","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.55","circles","0.5","squares","0.5","111","131","131","blue","323212","True"
"428","28","863","13","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","232","331","122","circle","112122","False"
"429","28","1292","14","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","223","331","112","green","111111","False"
"430","28","865","15","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","213","221","112","green","112122","False"
"431","28","782","16","english","blue things","0.5","red things","0.5","green things","0.8","solid things","0.5","striped things","0.5","polka-dotted things","0.5","133","112","212","cloud","211212","True"
"432","28","467","17","english","clouds","0.5","circles","0.65","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.75","232","112","321","red","211111","True"
"433","28","776","18","english","blue things","0.5","red things","0.5","green things","0.65","solid things","0.5","striped things","0.5","polka-dotted things","0.75","133","112","312","cloud","211212","True"
"434","28","788","19","english","blue things","0.7","red things","0.5","green things","0.5","clouds","0.5","circles","0.6","squares","0.5","231","332","312","polka-dotted","211212","True"
"435","28","497","20","english","clouds","0.5","circles","0.5","squares","0.65","solid things","0.5","striped things","0.5","polka-dotted things","0.65","332","222","111","red","211111","True"
"436","29","853","6","English","blue things","0.5","red things","0.7","green things","0.5","solid things","0.5","striped things","0.6","polka-dotted things","0.5","322","121","232","square","112122","False"
"437","29","278","7","English","clouds","0.5","circles","0.7","squares","0.5","solid things","0.65","striped things","0.5","polka-dotted things","0.5","211","121","213","blue","212222","True"
"438","29","903","8","English","solid things","0.5","striped things","0.6","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.65","323","323","112","green","212121","False"
"439","29","1607","9","English","blue things","0.5","red things","0.5","green things","0.7","solid things","0.5","striped things","0.6","polka-dotted things","0.5","123","132","331","cloud","211112","True"
"440","29","301","10","English","solid things","0.5","striped things","0.5","polka-dotted things","0.6","blue things","0.55","red things","0.5","green things","0.5","131","132","333","cloud","213211","True"
"441","29","1785","11","English","solid things","0.5","striped things","0.6","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","223","223","233","green","322132","True"
"442","29","483","12","English","blue things","0.5","red things","0.6","green things","0.5","solid things","0.65","striped things","0.5","polka-dotted things","0.5","112","131","223","cloud","211111","True"
"443","29","1717","13","English","clouds","0.5","circles","0.5","squares","0.6","blue things","0.6","red things","0.5","green things","0.4","321","323","213","striped","212112","True"
"444","29","1782","14","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.6","green things","0.4","312","312","313","square","322132","True"
"445","29","2173","15","English","blue things","0.5","red things","0.55","green things","0.5","clouds","0.4","circles","0.6","squares","0.45","212","323","121","solid","121111","False"
"446","29","2360","16","English","clouds","0.45","circles","0.5","squares","0.5","solid things","0.6","striped things","0.5","polka-dotted things","0.5","112","113","111","red","113232","False"
"447","29","1000","17","English","clouds","0.45","circles","0.4","squares","0.6","solid things","0.6","striped things","0.5","polka-dotted things","0.3","311","232","132","blue","121112","False"
"448","29","286","18","English","blue things","0.5","red things","0.5","green things","0.6","solid things","0.5","striped things","0.6","polka-dotted things","0.5","223","231","123","circle","212222","True"
"449","29","576","19","English","solid things","0.5","striped things","0.45","polka-dotted things","0.5","blue things","0.4","red things","0.5","green things","0.55","123","121","321","cloud","213212","True"
"450","29","335","20","English","solid things","0.45","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.6","green things","0.5","112","111","213","cloud","213211","True"
"451","30","1790","6","English","solid things","0.5","striped things","0.7","polka-dotted things","0.2","blue things","0.5","red things","0","green things","0","121","121","111","cloud","322132","True"
"452","30","162","7","English","blue things","0","red things","0.5","green things","0","solid things","0.5","striped things","0.5","polka-dotted things","0","312","332","332","square","323212","True"
"453","30","2094","8","English","solid things","0","striped things","1","polka-dotted things","0","clouds","1","circles","0","squares","0","121","231","311","blue","321111","True"
"454","30","1759","9","English","clouds","0","circles","1","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","222","222","122","red","322132","True"
"455","30","99","10","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","122","133","231","striped","122111","False"
"456","30","41","11","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","111","321","322","solid","122112","False"
"457","30","1679","12","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","312","233","233","red","121212","False"
"458","30","1442","13","English","solid things","0","striped things","1","polka-dotted things","0","blue things","0.5","red things","0","green things","1","323","333","312","square","322111","True"
"459","30","1518","14","English","solid things","0","striped things","1","polka-dotted things","0.5","blue things","1","red things","0.5","green things","0","121","123","113","cloud","322112","True"
"460","30","588","15","English","clouds","0.5","circles","0","squares","1","blue things","0.5","red things","0.5","green things","0.5","332","232","212","polka-dotted","213212","True"
"461","30","535","16","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","322","321","333","red","112132","False"
"462","30","1780","17","English","blue things","1","red things","0","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","221","221","222","striped","322132","True"
"463","30","1636","18","English","blue things","0.5","red things","1","green things","0","solid things","1","striped things","0.5","polka-dotted things","0","312","333","131","square","211112","True"
"464","30","259","19","English","clouds","1","circles","0","squares","0.5","solid things","1","striped things","0.5","polka-dotted things","0","113","233","112","green","212222","True"
"465","30","2306","20","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","233","133","133","circle","123232","False"
"466","31","183","6","english","blue things","0.75","red things","0.75","green things","0.8","solid things","0.3","striped things","0.2","polka-dotted things","0.25","211","231","231","circle","323212","True"
"467","31","1405","7","english","solid things","0.75","striped things","0.8","polka-dotted things","0.8","clouds","0.85","circles","0.75","squares","0.75","123","223","313","green","322111","True"
"468","31","2052","8","english","clouds","0.7","circles","0.25","squares","0.95","solid things","0.75","striped things","0.3","polka-dotted things","0.35","331","111","221","blue","321111","True"
"469","31","2380","9","english","clouds","0.75","circles","0.9","squares","0.7","blue things","0.25","red things","0.9","green things","0.85","132","112","122","polka-dotted","113232","False"
"470","31","1452","10","english","blue things","0.8","red things","0.8","green things","0.85","solid things","0.15","striped things","0.8","polka-dotted things","0.7","321","131","111","square","123211","False"
"471","31","590","11","english","solid things","0.1","striped things","0.7","polka-dotted things","0.65","clouds","0.3","circles","0.3","squares","0.75","233","133","132","green","213212","True"
"472","31","1657","12","english","solid things","0.6","striped things","0.7","polka-dotted things","0.95","blue things","0.2","red things","0.3","green things","0.25","112","233","233","cloud","121212","False"
"473","31","1404","13","english","clouds","0.8","circles","0.4","squares","0.8","blue things","0.25","red things","0.3","green things","0.85","322","323","221","striped","322111","True"
"474","31","2188","14","english","solid things","0.7","striped things","0.75","polka-dotted things","0.8","clouds","0.25","circles","0.25","squares","0.3","221","332","112","blue","121111","False"
"475","31","1368","15","english","clouds","0.2","circles","0.3","squares","0.35","solid things","0.3","striped things","0.8","polka-dotted things","0.25","322","313","331","red","113211","False"
"476","31","177","16","english","clouds","0.65","circles","0.8","squares","0.85","blue things","0.25","red things","0.2","green things","0.65","323","322","322","striped","323212","True"
"477","31","1139","17","english","solid things","0.25","striped things","0.25","polka-dotted things","0.75","blue things","0.25","red things","0.7","green things","0.75","312","321","321","square","321212","True"
"478","31","695","18","english","clouds","0.65","circles","0.85","squares","0.3","solid things","0.25","striped things","0.8","polka-dotted things","0.8","121","331","112","blue","212211","True"
"479","31","1746","19","english","blue things","0.15","red things","0.35","green things","0.8","solid things","0.3","striped things","0.9","polka-dotted things","0.75","312","332","131","square","212112","True"
