"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"247",247,247,16,1786,12,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.05,232,232,132,"polka-dotted",322132,"True",2,1,3,17,17,16,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.766372663726637,0.233627336273363,NA,323221,0
"248",248,248,16,1443,13,"english","blue things",0,"red things",0,"green things",0,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.5,0.5,NA,0.90476,0.04762,0.04762,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.766372663726637,0.233627336273363,NA,0.735462645373546,0.132268677313227,0.132268677313227,322111,0
"249",249,249,16,782,14,"english","blue things",0,"red things",0,"green things",0.95,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.952385442202527,0.0476145577974731,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.783911080444598,0.216088919555402,NA,0.783911080444598,0.216088919555402,NA,211212,0
"250",250,250,16,759,15,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.75,"red things",0.05,"green things",0.05,131,113,313,"cloud",211212,"True",1,2,3,7,19,21,NA,NA,NA,0.937503320335327,0.0624966796646727,NA,0.937503320335327,0.0624966796646727,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.783911080444598,0.216088919555402,NA,0.783911080444598,0.216088919555402,NA,211212,0
"251",251,251,16,2240,16,"english","blue things",0,"red things",0,"green things",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,323,322,321,"square",323211,"True",1,3,2,24,15,6,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.735462645373546,0.132268677313227,0.132268677313227,323211,0
"252",252,252,16,2057,17,"english","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0.05,"green things",0.05,311,322,333,"square",321111,"True",1,2,3,3,15,27,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.90909909099091,0.045450454504545,0.045450454504545,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.735462645373546,0.132268677313227,0.132268677313227,0.735462645373546,0.132268677313227,0.132268677313227,321111,0
"253",253,253,16,1577,18,"english","blue things",0,"red things",0,"green things",0.65,"clouds",0.05,"circles",0,"squares",0.05,333,333,131,"polka-dotted",322121,"True",2,3,1,27,27,7,NA,NA,NA,0.5,0.5,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.766372663726637,0.233627336273363,NA,0.766372663726637,0.233627336273363,NA,322121,0
"254",254,254,16,2248,19,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0,"green things",0,132,122,112,"cloud",323211,"True",1,2,3,16,13,10,NA,NA,NA,NA,NA,NA,0.90476,0.04762,0.04762,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.735462645373546,0.132268677313227,0.132268677313227,323211,0
"255",255,255,16,2194,20,"english","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0.05,"squares",0,321,112,213,"striped",121111,"False",2,3,1,6,10,20,NA,NA,NA,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,121111,0
"256",256,256,17,592,6,"english","clouds",0.8,"circles",1,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",1,211,231,233,"blue",213212,"True",3,1,2,2,8,26,NA,NA,NA,NA,NA,NA,0,1,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.692981535092325,0.307018464907675,NA,NA,NA,NA,0.861040694796526,0.138959305203474,NA,213212,0
"257",257,257,17,1049,7,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,322,311,212,"square",212212,"True",1,2,3,15,3,11,NA,NA,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.692981535092325,0.307018464907675,NA,0.863290683546582,0.136709316453418,NA,0.861040694796526,0.138959305203474,NA,212212,0
"258",258,258,17,145,8,"english","solid things",1,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,123,223,312,"green",212111,"True",3,2,1,22,23,12,NA,NA,NA,0.5,0.5,NA,1,0,0,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.692981535092325,0.307018464907675,NA,0.692981535092325,0.307018464907675,NA,0.731192688073119,0.0874591254087459,0.181348186518135,212111,0
"259",259,259,17,1024,9,"english","clouds",1,"circles",0,"squares",0,"solid things",1,"striped things",1,"polka-dotted things",0,122,212,111,"red",212212,"True",3,1,2,13,11,1,NA,NA,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.692981535092325,0.307018464907675,NA,0.863290683546582,0.136709316453418,NA,0.861040694796526,0.138959305203474,NA,212212,0
"260",260,260,17,2134,10,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,312,211,"cloud",111112,"False",1,2,3,25,12,2,NA,NA,NA,0.5,0.5,NA,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.6494,0.1753,0.1753,0.787436062819686,0.212563937180314,NA,0.6494,0.1753,0.1753,111211,0
"261",261,261,17,915,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,113,113,321,"green",212121,"False",3,2,1,19,19,6,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.692981535092325,0.307018464907675,NA,0.692981535092325,0.307018464907675,NA,0.692981535092325,0.307018464907675,NA,212121,0
"262",262,262,17,552,12,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.692981535092325,0.307018464907675,NA,NA,NA,NA,0.861040694796526,0.138959305203474,NA,213212,0
"263",263,263,17,463,13,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,131,123,312,"cloud",211111,"True",1,2,3,7,22,12,NA,NA,NA,0.5,0,0.5,1,0,0,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.692981535092325,0.307018464907675,NA,0.731192688073119,0.0874591254087459,0.181348186518135,0.731192688073119,0.0874591254087459,0.181348186518135,211111,0
"264",264,264,17,1794,14,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.823958239582396,0.176041760417604,NA,323221,0
"265",265,265,17,1127,15,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,321,321,"striped",321212,"True",2,1,3,23,6,6,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.893170534147329,0.106829465852671,NA,0.893170534147329,0.106829465852671,NA,321212,0
"266",266,266,17,2256,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,112,112,122,"solid",213232,"False",2,3,1,10,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.692981535092325,0.307018464907675,NA,NA,NA,NA,NA,NA,NA,213232,0
"267",267,267,17,614,17,"english","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",1,233,231,312,"green",112121,"False",3,1,2,26,8,12,NA,NA,NA,0.5,0.5,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.6494,0.1753,0.1753,0.741877418774188,0.258122581225812,NA,0.741877418774188,0.258122581225812,NA,112121,0
"268",268,268,17,1972,18,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,131,131,131,"polka-dotted",323232,"False",2,3,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232,0
"269",269,269,17,1444,19,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,111,221,"blue",322111,"True",3,2,1,3,1,5,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.823958239582396,0.176041760417604,NA,0.80696,0.09652,0.09652,322111,0
"270",270,270,17,1771,20,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,121,121,221,"striped",322132,"True",2,3,1,4,4,5,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.823958239582396,0.176041760417604,NA,323221,0
"271",271,271,18,1749,6,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.15,"red things",0.15,"green things",0.85,223,323,331,"striped",212112,"True",2,1,3,23,24,9,NA,NA,NA,0.8500046000276,0.1499953999724,NA,0.761905464851938,0.238094535148062,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.539817300913495,0.460182699086505,NA,0.539817300913495,0.460182699086505,NA,0.749992499924999,0.250007500075001,NA,212112,0
"272",272,272,18,147,7,"English","clouds",0.5,"circles",0.8,"squares",0.1,"blue things",0.2,"red things",0.85,"green things",0.15,212,213,321,"solid",212111,"True",2,1,3,11,20,6,NA,NA,NA,0.888887160501509,0.111112839498491,NA,0.70833,0.125,0.16667,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.539817300913495,0.460182699086505,NA,0.539817300913495,0.460182699086505,NA,0.564,0.13715,0.29885,212111,0
"273",273,273,18,1921,8,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.45,"clouds",0.5,"circles",0.5,"squares",0.65,311,132,133,"blue",111212,"False",3,2,1,3,16,25,NA,NA,NA,0.608691909264387,0.391308090735613,NA,0.565218015122602,0.434781984877398,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.415025849741503,0.292487075129249,0.292487075129249,0.586602066989665,0.413397933010335,NA,0.586602066989665,0.413397933010335,NA,111212,0
"274",274,274,18,1507,9,"English","blue things",0.8,"red things",0.25,"green things",0.5,"clouds",0.5,"circles",0.3,"squares",0.75,321,221,222,"striped",322112,"True",2,3,1,6,5,14,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.714283605444185,0.285716394555815,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.71879640601797,0.28120359398203,NA,0.80440097799511,0.19559902200489,NA,322112,0
"275",275,275,18,1590,10,"English","blue things",0.5,"red things",0.7,"green things",0.25,"solid things",0.7,"striped things",0.2,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.777774321003018,0.222225678996982,NA,0.736846925225514,0.263153074774486,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.71879640601797,0.28120359398203,NA,0.71879640601797,0.28120359398203,NA,322121,0
"276",276,276,18,1914,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,331,332,"green",111212,"False",3,1,2,23,9,18,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.415025849741503,0.292487075129249,0.292487075129249,0.586602066989665,0.413397933010335,NA,0.586602066989665,0.413397933010335,NA,111212,0
"277",277,277,18,1364,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,111,123,132,"solid",113211,"False",2,3,1,1,22,16,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.415025849741503,0.292487075129249,0.292487075129249,NA,NA,NA,0.415025849741503,0.292487075129249,0.292487075129249,113211,0
"278",278,278,18,474,13,"English","solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,"clouds",0.25,"circles",0.75,"squares",0.5,223,113,331,"green",211111,"True",3,2,1,23,19,9,NA,NA,NA,0.51724,0.13793,0.34483,0.5,0.16667,0.33333,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.539817300913495,0.460182699086505,NA,0.564,0.13715,0.29885,0.564,0.13715,0.29885,211111,0
"279",279,279,18,174,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.25,"circles",0.5,"squares",0.8,322,122,122,"striped",323212,"True",2,3,1,15,13,13,NA,NA,NA,NA,NA,NA,0.761905464851938,0.238094535148062,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.80440097799511,0.19559902200489,NA,323212,0
"280",280,280,18,1873,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,312,312,"polka-dotted",123212,"False",2,1,3,9,12,12,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.586602066989665,0.413397933010335,NA,NA,NA,NA,0.586602066989665,0.413397933010335,NA,123212,0
"281",281,281,18,1616,16,"English","solid things",0.5,"striped things",0.2,"polka-dotted things",0.8,"blue things",0.5,"red things",0.25,"green things",0.8,233,222,112,"circle",211112,"True",1,2,3,26,14,10,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.533335333353333,0.133331333313333,0.333333333333333,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.539817300913495,0.460182699086505,NA,0.749992499924999,0.250007500075001,NA,0.564,0.13715,0.29885,211211,0
"282",282,282,18,2010,17,"English","clouds",0.5,"circles",0.25,"squares",0.8,"blue things",0.5,"red things",0.2,"green things",0.8,313,312,213,"solid",322122,"True",2,1,3,21,12,20,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.80000300003,0.19999699997,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.71879640601797,0.28120359398203,NA,0.71879640601797,0.28120359398203,NA,322122,0
"283",283,283,18,1623,18,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.5,"red things",0.8,"green things",0.25,212,313,321,"solid",211112,"True",2,1,3,11,21,6,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.51613,0.16129,0.32258,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.539817300913495,0.460182699086505,NA,0.749992499924999,0.250007500075001,NA,0.564,0.13715,0.29885,211211,0
"284",284,284,18,439,19,"English","blue things",0.2,"red things",0.8,"green things",0.25,"solid things",0.85,"striped things",0.5,"polka-dotted things",0.25,112,133,131,"cloud",321112,"True",1,3,2,10,25,7,NA,NA,NA,0.772727272727273,0.227272727272727,NA,0.64,0.2,0.16,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.80440097799511,0.19559902200489,NA,0.6728,0.1636,0.1636,321211,0
"285",285,285,18,2279,20,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,111,111,311,"cloud",213232,"False",1,2,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.539817300913495,0.460182699086505,NA,NA,NA,NA,NA,NA,NA,213232,0
"286",286,286,19,390,6,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,332,322,222,"polka-dotted",122132,"False",2,3,1,18,15,14,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.509795097950979,0.49020490204902,NA,NA,NA,NA,0.50750007500075,0.49249992499925,NA,123221,0
"287",287,287,19,1027,7,"english","blue things",0.5,"red things",0.25,"green things",0.85,"clouds",0.25,"circles",0.5,"squares",0.75,323,122,133,"striped",212212,"True",2,3,1,24,13,25,NA,NA,NA,0.772727272727273,0.227272727272727,NA,0.74999625001875,0.25000374998125,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.503832480837596,0.496167519162404,NA,0.746966265168674,0.253033734831326,NA,0.710036449817751,0.289963550182249,NA,212212,0
"288",288,288,19,1590,8,"english","blue things",0.5,"red things",0.8,"green things",0.2,"solid things",0.75,"striped things",0.15,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.833335925954733,0.166664074045267,NA,0.80000300003,0.19999699997,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.684296578517107,0.315703421482893,NA,0.684296578517107,0.315703421482893,NA,322121,0
"289",289,289,19,1469,9,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,322,332,"blue",123211,"False",3,1,2,3,15,18,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.509795097950979,0.49020490204902,NA,NA,NA,NA,0.3421,0.32895,0.32895,123211,0
"290",290,290,19,339,10,"english","solid things",0.85,"striped things",0.25,"polka-dotted things",0.25,"clouds",0.5,"circles",0.5,"squares",0.5,312,332,323,"red",213211,"True",3,2,1,12,18,24,NA,NA,NA,NA,NA,NA,0.629623703762962,0.185188148118519,0.185188148118519,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.503832480837596,0.496167519162404,NA,NA,NA,NA,0.515494845051549,0.154568454315457,0.329936700632994,213211,0
"291",291,291,19,271,11,"english","clouds",0.5,"circles",0.35,"squares",0.7,"blue things",0.55,"red things",0.2,"green things",0.7,313,212,333,"solid",212222,"True",2,1,3,21,11,27,NA,NA,NA,0.666661746036432,0.333338253963568,NA,0.77777956790024,0.22222043209976,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.503832480837596,0.496167519162404,NA,0.746966265168674,0.253033734831326,NA,0.746966265168674,0.253033734831326,NA,212222,0
"292",292,292,19,1285,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,313,132,"blue",111111,"False",3,2,1,5,21,16,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.3421,0.32895,0.32895,0.3421,0.32895,0.32895,0.3421,0.32895,0.32895,111111,0
"293",293,293,19,757,13,"english","blue things",0.65,"red things",0.3,"green things",0.5,"clouds",0.35,"circles",0.5,"squares",0.75,311,112,122,"solid",211212,"True",2,3,1,3,10,13,NA,NA,NA,0.681818181818182,0.318181818181818,NA,0.684208919686193,0.315791080313807,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.503832480837596,0.496167519162404,NA,0.710036449817751,0.289963550182249,NA,0.710036449817751,0.289963550182249,NA,211212,0
"294",294,294,19,1599,14,"english","blue things",0.5,"red things",0.7,"green things",0.3,"solid things",0.7,"striped things",0.3,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.7000014999925,0.2999985000075,NA,0.7000014999925,0.2999985000075,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.684296578517107,0.315703421482893,NA,0.684296578517107,0.315703421482893,NA,322121,0
"295",295,295,19,967,15,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,322,233,213,"red",121112,"False",3,1,2,15,26,20,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.509795097950979,0.49020490204902,NA,0.509795097950979,0.49020490204902,NA,0.3421,0.32895,0.32895,121211,0
"296",296,296,19,1025,16,"english","solid things",0.5,"striped things",0.3,"polka-dotted things",0.8,"clouds",0.5,"circles",0.65,"squares",0.3,233,323,331,"green",212212,"True",3,2,1,26,24,9,NA,NA,NA,0.727272727272727,0.272727272727273,NA,0.684208919686193,0.315791080313807,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.503832480837596,0.496167519162404,NA,0.746966265168674,0.253033734831326,NA,0.710036449817751,0.289963550182249,NA,212212,0
"297",297,297,19,459,17,"english","clouds",0.5,"circles",0.75,"squares",0.2,"blue things",0.5,"red things",0.25,"green things",0.75,233,332,111,"polka-dotted",211111,"True",2,1,3,26,18,1,NA,NA,NA,0.51724,0.13793,0.34483,0.5,0.16667,0.33333,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.503832480837596,0.496167519162404,NA,0.515494845051549,0.154568454315457,0.329936700632994,0.515494845051549,0.154568454315457,0.329936700632994,211111,0
"298",298,298,19,903,18,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,323,323,112,"green",212121,"False",3,2,1,24,24,10,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.503832480837596,0.496167519162404,NA,0.503832480837596,0.496167519162404,NA,0.503832480837596,0.496167519162404,NA,212121,0
"299",299,299,19,1133,19,"english","solid things",0.7,"striped things",0.25,"polka-dotted things",0.5,"blue things",0.3,"red things",0.75,"green things",0.5,212,221,221,"circle",321212,"True",1,2,3,11,5,5,NA,NA,NA,0.736846925225514,0.263153074774486,NA,0.714283605444185,0.285716394555815,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.769327693276933,0.230672306723067,NA,0.769327693276933,0.230672306723067,NA,321212,0
"300",300,300,19,328,20,"english","clouds",0.7,"circles",0.35,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,212,313,"red",213211,"True",3,1,2,10,11,21,NA,NA,NA,NA,NA,NA,0.45161,0.22581,0.32258,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.503832480837596,0.496167519162404,NA,NA,NA,NA,0.515494845051549,0.154568454315457,0.329936700632994,213211,0
"301",301,301,20,81,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,331,232,112,"blue",122111,"False",3,1,2,9,17,10,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.506480064800648,0.493519935199352,NA,0.50519747401263,0.49480252598737,NA,0.33912,0.33044,0.33044,122111,0
"302",302,302,20,2046,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.05,"clouds",0.05,"circles",0.95,"squares",0.5,211,231,111,"blue",322122,"True",3,2,1,2,8,1,NA,NA,NA,0.909089173555297,0.0909108264447032,NA,0.950004500045,0.0499954999549996,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.718316408417958,0.281683591582042,NA,0.718316408417958,0.281683591582042,NA,322122,0
"303",303,303,20,638,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,121,321,232,"cloud",112121,"False",1,2,3,4,6,17,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.33912,0.33044,0.33044,0.50519747401263,0.49480252598737,NA,0.50519747401263,0.49480252598737,NA,112121,0
"304",304,304,20,1758,9,"English","blue things",0.5,"red things",0.65,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0,312,312,332,"square",322132,"True",1,3,2,12,12,18,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.718316408417958,0.281683591582042,NA,323221,0
"305",305,305,20,722,10,"English","blue things",0.4,"red things",0.5,"green things",0.6,"clouds",0.05,"circles",0.5,"squares",0.6,313,113,321,"solid",212122,"True",2,3,1,21,19,6,NA,NA,NA,0.599997000015,0.400002999985,NA,0.923074201195995,0.0769257988040055,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.502632486837566,0.497367513162434,NA,0.502632486837566,0.497367513162434,NA,0.785077850778508,0.214922149221492,NA,212122,0
"306",306,306,20,1041,11,"English","blue things",0.7,"red things",0.15,"green things",0.5,"solid things",0.5,"striped things",0.65,"polka-dotted things",0.25,121,132,231,"cloud",212212,"True",1,3,2,4,16,8,NA,NA,NA,0.823531280275717,0.176468719724283,NA,0.722225678996982,0.277774321003018,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.502632486837566,0.497367513162434,NA,0.785077850778508,0.214922149221492,NA,0.741101294493528,0.258898705506472,NA,212212,0
"307",307,307,20,1515,12,"English","solid things",0.5,"striped things",0.05,"polka-dotted things",0.7,"blue things",0.5,"red things",0.5,"green things",0.5,231,221,223,"circle",322112,"True",1,2,3,8,5,23,NA,NA,NA,0.5,0.5,NA,0.933333333333333,0.0666666666666667,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.718316408417958,0.281683591582042,NA,0.803935980320098,0.196064019679902,NA,322112,0
"308",308,308,20,1520,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.7,"clouds",0.65,"circles",0.25,"squares",0.5,131,111,211,"blue",322112,"True",3,2,1,7,1,2,NA,NA,NA,0.722225678996982,0.277774321003018,NA,0.58332861109537,0.41667138890463,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.718316408417958,0.281683591582042,NA,0.803935980320098,0.196064019679902,NA,322112,0
"309",309,309,20,2323,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,222,222,"green",123232,"False",3,2,1,23,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.506480064800648,0.493519935199352,NA,NA,NA,NA,NA,NA,NA,123232,0
