"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"240",240,15,30,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,322,321,"solid",122112,"False",2,1,3,11,15,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35883,0.30784,0.35883,0.30784,0.33333,0.31204,0.35462,0.33333,122112,2.19722457733622
"241",241,16,369,6,"english","solid things",0,"striped things",0,"polka-dotted things",0,"clouds",0.05,"circles",0.05,"squares",0.05,122,121,221,"red",122132,"False",3,2,1,13,4,5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,2.19722457733622
"242",242,16,1124,7,"english","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.95,333,231,231,"polka-dotted",321212,"True",2,1,3,27,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.09304,0.57362,0.33333,0.33333,0.33333,0.09304,0.33333,0.57362,0.33333,0.09159,0.57508,0.33333,0.33333,0.33333,0.09159,0.33333,0.57508,321212,2.011275562503
"243",243,16,602,8,"english","clouds",0.05,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0.05,213,211,332,"green",112121,"False",3,1,2,20,2,18,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.36121,0.30545,0.36121,0.33333,0.30545,0.31027,0.31027,0.37945,112121,2.19722457733622
"244",244,16,2156,9,"english","clouds",1,"circles",0.05,"squares",0.05,"blue things",0,"red things",0,"green things",0,113,332,231,"solid",121111,"False",2,1,3,19,18,8,0.90909,0.04545,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.19722457733622
"245",245,16,239,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,331,331,232,"blue",212132,"False",3,2,1,9,9,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"246",246,16,592,11,"english","solid things",0,"striped things",0,"polka-dotted things",0.9,"clouds",0,"circles",0,"squares",0,211,231,233,"blue",213212,"True",3,2,1,2,8,26,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.54697,0.33333,0.11969,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.54946,0.33333,0.11721,0.33333,0.33333,0.33333,213212,3.22142859917693
"247",247,16,1786,12,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.05,232,232,132,"polka-dotted",322132,"True",2,1,3,17,17,16,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.17262,0.49405,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16481,0.50186,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.80373809979216
"248",248,16,1443,13,"english","blue things",0,"red things",0,"green things",0,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.04762,0.90476,0.04762,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1403,0.71941,0.1403,0.50262,0.16405,0.33333,0.33333,0.33333,0.33333,0.12946,0.74109,0.12946,0.51384,0.15282,0.33333,322111,1.68305607680252
"249",249,16,782,14,"english","blue things",0,"red things",0,"green things",0.95,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.04545,0.04545,0.90909,0,0,1,0.33333,0.33333,0.33333,0.17665,0.33333,0.49001,0.33333,0.17665,0.49001,0.33333,0.33333,0.33333,0.17004,0.33333,0.49663,0.33333,0.17004,0.49663,211212,1.49053494921377
"250",250,16,759,15,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.75,"red things",0.05,"green things",0.05,131,113,313,"cloud",211212,"True",1,2,3,7,19,21,NA,NA,NA,0.05882,0.05882,0.88235,0.88235,0.05882,0.05882,0.33333,0.33333,0.33333,0.17665,0.33333,0.49001,0.49001,0.33333,0.17665,0.33333,0.33333,0.33333,0.17004,0.33333,0.49663,0.49663,0.33333,0.17004,211212,1.59200357208823
"251",251,16,2240,16,"english","blue things",0,"red things",0,"green things",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,323,322,321,"square",323211,"True",1,3,2,24,15,6,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16394,0.16394,0.67212,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15477,0.15477,0.69046,323211,1.49593787391247
"252",252,16,2057,17,"english","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0.05,"green things",0.05,311,322,333,"square",321111,"True",1,2,3,3,15,27,NA,NA,NA,0.33333,0.33333,0.33333,0.90909,0.04545,0.04545,0.33333,0.33333,0.33333,0.74175,0.12912,0.12912,0.74175,0.12912,0.12912,0.33333,0.33333,0.33333,0.75835,0.12083,0.12083,0.75835,0.12083,0.12083,321111,1.92190617941695
"253",253,16,1577,18,"english","blue things",0,"red things",0,"green things",0.65,"clouds",0.05,"circles",0,"squares",0.05,333,333,131,"polka-dotted",322121,"True",2,3,1,27,27,7,0.5,0,0.5,NA,NA,NA,0,0,1,0.16682,0.33333,0.49985,0.33333,0.33333,0.33333,0.16682,0.33333,0.49985,0.15438,0.33333,0.51229,0.33333,0.33333,0.33333,0.15438,0.33333,0.51229,322121,1.93560078993022
"254",254,16,2248,19,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0,"green things",0,132,122,112,"cloud",323211,"True",1,2,3,16,13,10,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16394,0.16394,0.67212,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15477,0.15477,0.69046,0.33333,0.33333,0.33333,323211,1.63031067608051
"255",255,16,2194,20,"english","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0.05,"squares",0,321,112,213,"striped",121111,"False",2,3,1,6,10,20,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.19722457733622
"256",256,17,592,6,"english","clouds",0.8,"circles",1,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",1,211,231,233,"blue",213212,"True",3,1,2,2,8,26,0.44444,0.55556,0,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.58089,0.33333,0.08578,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.59711,0.33333,0.06955,0.48095,0.33333,0.18571,213212,3.55463818288417
"257",257,17,1049,7,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,322,311,212,"square",212212,"True",1,2,3,15,3,11,NA,NA,NA,0.5,0.5,0,0,1,0,0.33333,0.33333,0.33333,0.10398,0.56268,0.33333,0.07126,0.5954,0.33333,0.33333,0.18276,0.4839,0.07957,0.58709,0.33333,0.0796,0.58707,0.33333,212212,1.93779816089751
"258",258,17,145,8,"english","solid things",1,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,123,223,312,"green",212111,"True",3,2,1,22,23,12,1,0,0,0.5,0.5,0,NA,NA,NA,0.58044,0.08623,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.72566,0.09256,0.18178,0.20509,0.46158,0.33333,0.33333,0.20509,0.46158,212111,1.64258008584931
"259",259,17,1024,9,"english","clouds",1,"circles",0,"squares",0,"solid things",1,"striped things",1,"polka-dotted things",0,122,212,111,"red",212212,"True",3,1,2,13,11,1,1,0,0,0.5,0.5,0,NA,NA,NA,0.5954,0.07126,0.33333,0.10398,0.56268,0.33333,0.33333,0.33333,0.33333,0.58707,0.0796,0.33333,0.07957,0.58709,0.33333,0.18276,0.4839,0.33333,212212,1.93779816089751
"260",260,17,2134,10,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,312,211,"cloud",111112,"False",1,2,3,25,12,2,NA,NA,NA,0.5,0,0.5,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63675,0.18163,0.18163,0.14796,0.33333,0.51871,0.18163,0.18163,0.63675,111211,2.19722457733622
"261",261,17,915,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,113,113,321,"green",212121,"False",3,2,1,19,19,6,1,0,0,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.42327,0.33333,0.2434,0.42327,0.2434,0.33333,0.2434,0.33333,0.42327,212121,2.19722457733622
"262",262,17,552,12,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.5,0,0.5,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.08578,0.33333,0.58089,0.48095,0.33333,0.18571,0.33333,0.33333,0.33333,0.06955,0.33333,0.59711,213212,1.64180355351288
"263",263,17,463,13,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,131,123,312,"cloud",211111,"True",1,2,3,7,22,12,NA,NA,NA,0.5,0,0.5,1,0,0,0.33333,0.33333,0.33333,0.33333,0.08924,0.57743,0.57743,0.33333,0.08924,0.46934,0.33333,0.19733,0.17371,0.09556,0.73073,0.73073,0.17371,0.09556,211111,1.37306720695402
"264",264,17,1794,14,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,0.5,0.5,0,1,0,0,0.33333,0.33333,0.33333,0.12865,0.53801,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.10958,0.55708,0.33333,0.33333,0.33333,0.33333,323221,2.43386261187055
"265",265,17,1127,15,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,321,321,"striped",321212,"True",2,1,3,23,6,6,0,1,0,NA,NA,NA,0,0,1,0.33333,0.57606,0.0906,0.33333,0.33333,0.33333,0.0906,0.33333,0.57606,0.33333,0.58629,0.08038,0.33333,0.33333,0.33333,0.08038,0.33333,0.58629,321212,1.10307327647988
"266",266,17,2256,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,112,112,122,"solid",213232,"False",2,3,1,10,10,13,1,0,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46199,0.20468,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"267",267,17,614,17,"english","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",1,233,231,312,"green",112121,"False",3,1,2,26,8,12,0,1,0,0.5,0,0.5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49374,0.17293,0.17293,0.33333,0.49374,0.17629,0.17629,0.64743,112121,2.19722457733622
"268",268,17,1972,18,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,131,131,131,"polka-dotted",323232,"False",2,3,1,7,7,7,1,0,0,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"269",269,17,1444,19,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,111,221,"blue",322111,"True",3,2,1,3,1,5,0,0,1,1,0,0,NA,NA,NA,0.13149,0.13149,0.73702,0.51172,0.15495,0.33333,0.33333,0.33333,0.33333,0.11554,0.11554,0.76891,0.52856,0.1381,0.33333,0.33333,0.33333,0.33333,322111,0.975120395831518
"270",270,17,1771,20,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,121,121,221,"striped",322132,"True",2,3,1,4,4,5,1,0,0,NA,NA,NA,1,0,0,0.53801,0.12865,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55708,0.10958,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.71848583378942
"271",271,18,1749,6,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.15,"red things",0.15,"green things",0.85,223,323,331,"striped",212112,"True",2,1,3,23,24,9,0.32258,0.51613,0.16129,NA,NA,NA,0.13043,0.13043,0.73913,0.33333,0.48943,0.17723,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49761,0.16905,0.33333,0.35189,0.31477,0.31477,0.33333,0.35189,212112,2.10085998599096
"272",272,18,147,7,"English","clouds",0.5,"circles",0.8,"squares",0.1,"blue things",0.2,"red things",0.85,"green things",0.15,212,213,321,"solid",212111,"True",2,1,3,11,20,6,0.35714,0.57143,0.07143,NA,NA,NA,0.16667,0.70833,0.125,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52908,0.13758,0.33333,0.34785,0.31881,0.34785,0.31881,0.33333,0.31425,0.54962,0.13613,212111,1.98058716612178
"273",273,18,1921,8,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.45,"clouds",0.5,"circles",0.5,"squares",0.65,311,132,133,"blue",111212,"False",3,2,1,3,16,25,0.30303,0.30303,0.39394,0.42424,0.30303,0.27273,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23956,0.33333,0.42711,0.42711,0.33333,0.23956,0.4713,0.26435,0.26435,111212,2.19722457733622
"274",274,18,1507,9,"English","blue things",0.8,"red things",0.25,"green things",0.5,"clouds",0.5,"circles",0.3,"squares",0.75,321,221,222,"striped",322112,"True",2,3,1,6,5,14,0.32258,0.19355,0.48387,NA,NA,NA,0.51613,0.16129,0.32258,0.33333,0.13238,0.53429,0.33333,0.33333,0.33333,0.47717,0.1895,0.33333,0.33333,0.12734,0.53932,0.33333,0.33333,0.33333,0.48238,0.18429,0.33333,322112,2.05361758599192
"275",275,18,1590,10,"English","blue things",0.5,"red things",0.7,"green things",0.25,"solid things",0.7,"striped things",0.2,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.5,0.14286,0.35714,0.34483,0.48276,0.17241,0.33333,0.33333,0.33333,0.46767,0.199,0.33333,0.33333,0.46767,0.199,0.33333,0.33333,0.33333,0.47572,0.19095,0.33333,0.33333,0.47572,0.19095,322121,2.02707635927703
"276",276,18,1914,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,331,332,"green",111212,"False",3,1,2,23,9,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.42711,0.23956,0.33333,0.42711,0.23956,0.26435,0.26435,0.4713,111212,2.19722457733622
"277",277,18,1364,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,111,123,132,"solid",113211,"False",2,3,1,1,22,16,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.42911,0.28545,0.28545,0.42911,0.28545,0.28545,113211,2.19722457733622
"278",278,18,474,13,"English","solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,"clouds",0.25,"circles",0.75,"squares",0.5,223,113,331,"green",211111,"True",3,2,1,23,19,9,0.16667,0.5,0.33333,0.13793,0.51724,0.34483,NA,NA,NA,0.13327,0.53339,0.33333,0.13327,0.53339,0.33333,0.33333,0.33333,0.33333,0.13514,0.56895,0.29591,0.13514,0.56895,0.29591,0.30445,0.33333,0.36221,211111,1.99823967695944
"279",279,18,174,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.25,"circles",0.5,"squares",0.8,322,122,122,"striped",323212,"True",2,3,1,15,13,13,0.16129,0.32258,0.51613,NA,NA,NA,0.33333,0.33333,0.33333,0.13159,0.33333,0.53508,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1282,0.33333,0.53847,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.10286910318218
"280",280,18,1873,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,312,312,"polka-dotted",123212,"False",2,1,3,9,12,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.26579,0.33333,0.40088,0.40088,0.26579,0.33333,123212,2.19722457733622
"281",281,18,1616,16,"English","solid things",0.5,"striped things",0.2,"polka-dotted things",0.8,"blue things",0.5,"red things",0.25,"green things",0.8,233,222,112,"circle",211112,"True",1,2,3,26,14,10,NA,NA,NA,0.33333,0.13333,0.53333,0.32258,0.16129,0.51613,0.33333,0.33333,0.33333,0.33333,0.13252,0.53415,0.33333,0.17467,0.49199,0.3053,0.36137,0.33333,0.29697,0.13659,0.56644,0.33333,0.16554,0.50113,211211,1.97202077778629
"282",282,18,2010,17,"English","clouds",0.5,"circles",0.25,"squares",0.8,"blue things",0.5,"red things",0.2,"green things",0.8,313,312,213,"solid",322122,"True",2,1,3,21,12,20,0.32258,0.16129,0.51613,NA,NA,NA,0.33333,0.13333,0.53333,0.33333,0.19946,0.46721,0.33333,0.33333,0.33333,0.33333,0.19946,0.46721,0.33333,0.19306,0.47361,0.33333,0.33333,0.33333,0.33333,0.19306,0.47361,322122,1.99419451299649
"283",283,18,1623,18,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.5,"red things",0.8,"green things",0.25,212,313,321,"solid",211112,"True",2,1,3,11,21,6,0.32258,0.51613,0.16129,NA,NA,NA,0.32258,0.51613,0.16129,0.33333,0.49199,0.17467,0.33333,0.33333,0.33333,0.33333,0.53415,0.13252,0.33333,0.50113,0.16554,0.36137,0.3053,0.33333,0.29697,0.56644,0.13659,211211,2.005921578655
"284",284,18,439,19,"English","blue things",0.2,"red things",0.8,"green things",0.25,"solid things",0.85,"striped things",0.5,"polka-dotted things",0.25,112,133,131,"cloud",321112,"True",1,3,2,10,25,7,NA,NA,NA,0.53125,0.3125,0.15625,0.16,0.64,0.2,0.33333,0.33333,0.33333,0.53736,0.33333,0.1293,0.16245,0.67511,0.16245,0.33333,0.33333,0.33333,0.54,0.33333,0.12666,0.15966,0.68068,0.15966,321211,1.8986021283351
"285",285,18,2279,20,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,111,111,311,"cloud",213232,"False",1,2,3,1,1,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35988,0.33333,0.30679,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"286",286,19,390,6,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,332,322,222,"polka-dotted",122132,"False",2,3,1,18,15,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3278,0.33887,0.33333,0.3261,0.34057,0.33333,0.33333,0.33333,123221,2.19722457733622
"287",287,19,1027,7,"english","blue things",0.5,"red things",0.25,"green things",0.85,"clouds",0.25,"circles",0.5,"squares",0.75,323,122,133,"striped",212212,"True",2,3,1,24,13,25,0.16667,0.33333,0.5,NA,NA,NA,0.3125,0.15625,0.53125,0.19822,0.33333,0.46844,0.33333,0.33333,0.33333,0.33333,0.17328,0.49338,0.19422,0.33333,0.47245,0.33333,0.33583,0.33084,0.33333,0.16978,0.49689,212212,2.00760863489947
"288",288,19,1590,8,"english","blue things",0.5,"red things",0.8,"green things",0.2,"solid things",0.75,"striped things",0.15,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.53571,0.10714,0.35714,0.33333,0.53333,0.13333,0.33333,0.33333,0.33333,0.43902,0.22765,0.33333,0.33333,0.43902,0.22765,0.33333,0.33333,0.33333,0.44438,0.22228,0.33333,0.33333,0.44438,0.22228,322121,1.99451393395413
"289",289,19,1469,9,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,322,332,"blue",123211,"False",3,1,2,3,15,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.34365,0.32818,0.32818,0.34101,0.32566,0.33333,123211,2.19722457733622
"290",290,19,339,10,"english","solid things",0.85,"striped things",0.25,"polka-dotted things",0.25,"clouds",0.5,"circles",0.5,"squares",0.5,312,332,323,"red",213211,"True",3,2,1,12,18,24,0.33333,0.33333,0.33333,0.62963,0.18519,0.18519,NA,NA,NA,0.33333,0.33333,0.33333,0.51354,0.33333,0.15312,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51624,0.33333,0.15042,0.33333,0.33333,0.33333,213211,2.06915948828087
"291",291,19,271,11,"english","clouds",0.5,"circles",0.35,"squares",0.7,"blue things",0.55,"red things",0.2,"green things",0.7,313,212,333,"solid",212222,"True",2,1,3,21,11,27,0.32258,0.22581,0.45161,NA,NA,NA,0.37931,0.13793,0.48276,0.33333,0.17354,0.49313,0.33333,0.33333,0.33333,0.33333,0.17354,0.49313,0.33333,0.16567,0.501,0.3356,0.33333,0.33107,0.33333,0.16567,0.501,212222,2.06872703789146
"292",292,19,1285,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,313,132,"blue",111111,"False",3,2,1,5,21,16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32707,0.34586,0.32707,0.32707,0.34586,0.32707,0.34586,0.32707,0.32707,111111,2.19722457733622
"293",293,19,757,13,"english","blue things",0.65,"red things",0.3,"green things",0.5,"clouds",0.35,"circles",0.5,"squares",0.75,311,112,122,"solid",211212,"True",2,3,1,3,10,13,0.21875,0.3125,0.46875,NA,NA,NA,0.44828,0.2069,0.34483,0.18995,0.33333,0.47671,0.33333,0.33333,0.33333,0.47671,0.18995,0.33333,0.19138,0.33333,0.47528,0.33625,0.33042,0.33333,0.47528,0.19138,0.33333,211212,2.10850617143078
"294",294,19,1599,14,"english","blue things",0.5,"red things",0.7,"green things",0.3,"solid things",0.7,"striped things",0.3,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.46667,0.2,0.33333,0.33333,0.46667,0.2,0.33333,0.33333,0.33333,0.43902,0.22765,0.33333,0.33333,0.43902,0.22765,0.33333,0.33333,0.33333,0.44438,0.22228,0.33333,0.33333,0.44438,0.22228,322121,2.09272257509813
"295",295,19,967,15,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,322,233,213,"red",121112,"False",3,1,2,15,26,20,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3238,0.34287,0.32691,0.34617,0.32691,0.33333,0.34287,0.3238,121211,2.19722457733622
"296",296,19,1025,16,"english","solid things",0.5,"striped things",0.3,"polka-dotted things",0.8,"clouds",0.5,"circles",0.65,"squares",0.3,233,323,331,"green",212212,"True",3,2,1,26,24,9,0.34483,0.44828,0.2069,0.3125,0.1875,0.5,NA,NA,NA,0.33333,0.46844,0.19822,0.33333,0.17328,0.49338,0.33333,0.33333,0.33333,0.33333,0.47245,0.19422,0.33333,0.16978,0.49689,0.33084,0.33333,0.33583,212212,2.07881639744982
"297",297,19,459,17,"english","clouds",0.5,"circles",0.75,"squares",0.2,"blue things",0.5,"red things",0.25,"green things",0.75,233,332,111,"polka-dotted",211111,"True",2,1,3,26,18,1,0.34483,0.51724,0.13793,NA,NA,NA,0.33333,0.16667,0.5,0.33333,0.50981,0.15686,0.33333,0.33333,0.33333,0.33333,0.15686,0.50981,0.32949,0.51583,0.15468,0.33044,0.33333,0.33622,0.32949,0.15468,0.51583,211111,1.99461284241051
"298",298,19,903,18,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,323,323,112,"green",212121,"False",3,2,1,24,24,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33064,0.33333,0.33603,0.33064,0.33603,0.33333,0.33333,0.33064,0.33603,212121,2.19722457733622
"299",299,19,1133,19,"english","solid things",0.7,"striped things",0.25,"polka-dotted things",0.5,"blue things",0.3,"red things",0.75,"green things",0.5,212,221,221,"circle",321212,"True",1,2,3,11,5,5,NA,NA,NA,0.48276,0.17241,0.34483,0.19355,0.48387,0.32258,0.33333,0.33333,0.33333,0.52128,0.14539,0.33333,0.14539,0.52128,0.33333,0.33333,0.33333,0.33333,0.51752,0.14914,0.33333,0.14914,0.51752,0.33333,321212,2.0686544536024
