"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"333",333,22,2262,8,"English","blue things",0.95,"red things",0,"green things",0,"solid things",0.05,"striped things",0,"polka-dotted things",0.95,331,331,231,"square",213232,"False",1,3,2,9,9,8,NA,NA,NA,0.05,0,0.95,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232
"334",334,22,1942,9,"English","blue things",0,"red things",0,"green things",0.95,"clouds",0,"circles",0.95,"squares",0.05,223,132,112,"striped",111212,"False",2,3,1,23,16,10,0,0.95,0.05,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212
"335",335,22,2088,10,"English","solid things",0,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.05,"red things",1,"green things",0.05,122,111,133,"cloud",321111,"True",1,2,3,13,1,25,NA,NA,NA,0,0.95,0.05,0.04545,0.90909,0.04545,0.33333,0.33333,0.33333,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.07239,0.85521,0.07239,0.07239,0.85521,0.07239,321111
"336",336,22,112,11,"English","clouds",1,"circles",0.05,"squares",0.05,"solid things",0.95,"striped things",0,"polka-dotted things",0,113,313,221,"green",212111,"True",3,1,2,19,21,5,0.90909,0.04545,0.04545,1,0,0,NA,NA,NA,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61464,0.33333,0.05203,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111
"337",337,22,1118,12,"English","clouds",0.05,"circles",1,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0,211,113,113,"solid",321212,"True",2,1,3,2,19,19,0.04545,0.90909,0.04545,NA,NA,NA,0.95,0.05,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.04037,0.6263,0.33333,0.33333,0.33333,0.33333,0.6263,0.33333,0.04037,321212
"338",338,22,1120,13,"English","solid things",1,"striped things",0.05,"polka-dotted things",0.05,"blue things",1,"red things",0.05,"green things",0,211,223,223,"circle",321212,"True",1,2,3,2,23,23,NA,NA,NA,0.90909,0.04545,0.04545,0.95238,0.04762,0,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.6263,0.04037,0.33333,0.6263,0.33333,0.04037,321212
"339",339,22,1131,14,"English","blue things",0.05,"red things",0.95,"green things",0.05,"solid things",0,"striped things",0.95,"polka-dotted things",0.05,222,211,211,"circle",321212,"True",1,3,2,14,2,2,NA,NA,NA,0,0.95,0.05,0.04762,0.90476,0.04762,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.04037,0.6263,0.33333,0.04037,0.6263,0.33333,321212
"340",340,22,2128,15,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0.05,"green things",0.05,321,132,212,"square",111112,"False",1,2,3,6,16,11,NA,NA,NA,0.33333,0.33333,0.33333,0,0.5,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111211
"341",341,22,1584,16,"English","clouds",0,"circles",0.7,"squares",0,"blue things",0,"red things",0.95,"green things",0,212,212,313,"solid",322121,"True",2,1,3,11,11,21,0,1,0,NA,NA,NA,0,1,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.55325,0.11341,0.33333,0.33333,0.33333,0.33333,0.55325,0.11341,322121
"342",342,22,1128,17,"English","clouds",0.05,"circles",0.05,"squares",0.95,"solid things",0,"striped things",0,"polka-dotted things",0.95,332,122,122,"red",321212,"True",3,1,2,18,13,13,0.04762,0.04762,0.90476,0,0,1,NA,NA,NA,0,0.33333,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.04037,0.33333,0.6263,0.33333,0.04037,0.6263,0.33333,0.33333,0.33333,321212
"343",343,22,1351,18,"English","clouds",0.05,"circles",0.05,"squares",0.95,"solid things",0.05,"striped things",0.95,"polka-dotted things",0,323,331,312,"green",113211,"False",3,1,2,24,9,12,0.04762,0.04762,0.90476,0.05,0.95,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211
"344",344,22,183,19,"English","solid things",0.95,"striped things",0,"polka-dotted things",0.05,"blue things",0.05,"red things",0,"green things",0.05,211,231,231,"circle",323212,"True",1,2,3,2,8,8,NA,NA,NA,0.95,0,0.05,0.5,0,0.5,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.6219,0.33333,0.04477,0.33333,0.33333,0.33333,323212
"345",345,22,236,20,"English","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0,212,212,122,"solid",212132,"False",2,1,3,11,11,13,0,1,0,NA,NA,NA,0.5,0.5,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221
"346",346,23,446,6,"English","clouds",0,"circles",0.85,"squares",0,"blue things",0.8,"red things",0,"green things",0.5,231,132,332,"polka-dotted",321112,"True",2,1,3,8,16,18,0,1,0,NA,NA,NA,0.61538,0,0.38462,0,1,0,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.06056,0.87889,0.06056,0.33333,0.33333,0.33333,0.62369,0.04297,0.33333,321211
"347",347,23,468,7,"English","blue things",0.8,"red things",0.45,"green things",0,"clouds",0.8,"circles",0.15,"squares",0.5,111,213,322,"solid",211111,"True",2,3,1,1,20,15,0.55172,0.10345,0.34483,NA,NA,NA,0.64,0.36,0,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.61035,0.05632,0.33333,0.33333,0.33333,0.33333,0.61035,0.33333,0.05632,211111
"348",348,23,664,8,"English","blue things",0.75,"red things",0.5,"green things",0.2,"solid things",0.85,"striped things",0.15,"polka-dotted things",0.5,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,0.56667,0.1,0.33333,0.51724,0.34483,0.13793,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.64286,0.35714,0,0.33333,0.33333,0.33333,0.58978,0.07689,0.33333,0.57122,0.35788,0.0709,212211
"349",349,23,2212,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.2,"striped things",0.85,"polka-dotted things",0.2,223,213,233,"circle",323211,"True",1,3,2,23,20,26,NA,NA,NA,0.16,0.68,0.16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0779,0.8442,0.0779,0.33333,0.33333,0.33333,323211
"350",350,23,1765,10,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.1,"red things",0.9,"green things",0.5,132,132,131,"polka-dotted",322132,"True",2,1,3,16,16,7,0.33333,0.33333,0.33333,NA,NA,NA,0.06667,0.6,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15132,0.51534,0.33333,323221
"351",351,23,311,11,"English","blue things",0.85,"red things",0.5,"green things",0.1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,221,223,322,"circle",213211,"True",1,3,2,5,23,15,NA,NA,NA,0.33333,0.33333,0.33333,0.58621,0.34483,0.06897,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61035,0.33333,0.05632,213211
"352",352,23,551,12,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.15,"circles",0.5,"squares",0.85,311,111,112,"blue",213212,"True",3,2,1,3,1,10,0.1,0.33333,0.56667,0.33333,0.33333,0.33333,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05824,0.33333,0.60842,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212
"353",353,23,848,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,222,331,"cloud",112111,"False",1,3,2,22,14,9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111
"354",354,23,2167,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,332,121,211,"red",121111,"False",3,2,1,18,4,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111
"355",355,23,1169,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.8,"squares",0.2,232,332,233,"red",212232,"True",3,2,1,17,18,26,0.33333,0.53333,0.13333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5733,0.09337,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213222
"356",356,23,854,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,131,332,221,"cloud",112122,"False",1,3,2,7,18,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122
"357",357,23,813,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,222,331,"green",112111,"False",3,2,1,20,14,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111
"358",358,23,2280,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,222,222,212,"striped",213232,"False",2,1,3,14,14,11,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232
"359",359,23,171,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0,"squares",0.95,322,222,222,"striped",323212,"True",2,3,1,15,14,14,0.34483,0,0.65517,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.03361,0.63305,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212
"360",360,23,1535,20,"English","clouds",0.8,"circles",0.5,"squares",0.15,"blue things",0.85,"red things",0.5,"green things",0.05,111,113,313,"solid",322112,"True",2,1,3,1,19,21,0.55172,0.34483,0.10345,NA,NA,NA,0.60714,0.35714,0.03571,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.54476,0.33333,0.1219,0.33333,0.33333,0.33333,0.62324,0.33333,0.04342,322112
"361",361,24,661,6,"English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.5,"clouds",0.5,"circles",0.3,"squares",0.7,312,222,333,"red",212211,"True",3,2,1,12,14,27,0.33333,0.2,0.46667,0.53333,0.13333,0.33333,NA,NA,NA,0.33333,0,0.66667,0.64286,0,0.35714,0.33333,0.33333,0.33333,0.33333,0.21245,0.45422,0.47036,0.19627,0.33338,0.33333,0.33333,0.33333,212211
"362",362,24,1761,7,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.6,"striped things",0.4,"polka-dotted things",0.5,313,313,323,"green",322132,"True",3,1,2,21,21,24,0.33333,0.33333,0.33333,0.4,0.26667,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.41958,0.24708,0.33333,0.33333,0.33333,0.33333,323221
"363",363,24,330,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.25,"red things",0.8,"green things",0.5,312,311,333,"solid",213211,"True",2,1,3,12,3,27,0.33333,0.33333,0.33333,NA,NA,NA,0.16129,0.51613,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19615,0.47052,0.33333,213211
"364",364,24,1641,9,"English","blue things",0.5,"red things",0.75,"green things",0.25,"clouds",0.5,"circles",0.7,"squares",0.35,212,313,133,"solid",211112,"True",2,3,1,11,21,25,0.32258,0.45161,0.22581,NA,NA,NA,0.33333,0.5,0.16667,0.30769,0.69231,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33329,0.47068,0.19603,0.33333,0.33333,0.33333,0.33333,0.43731,0.22936,211211
"365",365,24,844,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,323,232,"solid",112111,"False",2,3,1,19,24,17,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111
"366",366,24,1784,11,"English","blue things",0.3,"red things",0.5,"green things",0.6,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,123,121,"cloud",322132,"True",1,3,2,22,22,4,NA,NA,NA,0.33333,0.33333,0.33333,0.21429,0.35714,0.42857,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.24708,0.33333,0.41958,323221
"367",367,24,777,12,"English","clouds",0.5,"circles",0.5,"squares",0.25,"solid things",0.35,"striped things",0.65,"polka-dotted things",0.5,122,312,313,"red",211212,"True",3,1,2,13,12,21,0.4,0.4,0.2,0.23333,0.43333,0.33333,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.43743,0.33333,0.22924,0.22924,0.43743,0.33333,0.33333,0.33333,0.33333,211212
"368",368,24,2081,13,"English","clouds",0.35,"circles",0.35,"squares",0.6,"blue things",0.35,"red things",0.35,"green things",0.65,323,222,121,"striped",321111,"True",2,1,3,24,14,4,0.26923,0.26923,0.46154,NA,NA,NA,0.25926,0.25926,0.48148,0,0,1,0.33333,0.33333,0.33333,0,0,1,0.22733,0.22733,0.54533,0.33333,0.33333,0.33333,0.22733,0.22733,0.54533,321111
"369",369,24,1687,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,131,213,213,"polka-dotted",121212,"False",2,3,1,7,20,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212
"370",370,24,888,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,321,332,123,"blue",112122,"False",3,1,2,6,18,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122
"371",371,24,2127,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,331,211,"cloud",111112,"False",1,3,2,22,9,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111211
"372",372,24,781,17,"English","blue things",0.7,"red things",0.5,"green things",0.35,"clouds",0.6,"circles",0.5,"squares",0.35,131,333,313,"polka-dotted",211212,"True",2,3,1,7,27,21,0.41379,0.34483,0.24138,NA,NA,NA,0.45161,0.32258,0.22581,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.43743,0.33333,0.22924,0.33333,0.33333,0.33333,0.43743,0.33333,0.22924,211212
"373",373,24,834,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,231,312,"striped",112111,"False",2,1,3,23,8,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111
"374",374,24,1626,19,"English","clouds",0.7,"circles",0.5,"squares",0.35,"solid things",0.65,"striped things",0.5,"polka-dotted things",0.35,113,333,322,"green",211112,"True",3,1,2,19,27,15,0.45161,0.32258,0.22581,0.43333,0.33333,0.23333,NA,NA,NA,0.66667,0.33333,0,0.69231,0.30769,0,0.33333,0.33333,0.33333,0.43731,0.33333,0.22936,0.47068,0.33329,0.19603,0.33333,0.33333,0.33333,211211
"375",375,24,1432,20,"English","blue things",0.7,"red things",0.35,"green things",0.5,"solid things",0.4,"striped things",0.75,"polka-dotted things",0.25,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.28571,0.53571,0.17857,0.45161,0.22581,0.32258,0.33333,0.33333,0.33333,0,1,0,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.22746,0.54524,0.2273,0.41958,0.24708,0.33333,322111
"376",391,26,499,6,"English","solid things",0.6,"striped things",0.2,"polka-dotted things",0.2,"blue things",0.35,"red things",0.35,"green things",0.75,313,322,231,"square",211111,"True",1,2,3,21,15,8,NA,NA,NA,0.6,0.2,0.2,0.24138,0.24138,0.51724,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.41203,0.25464,0.33333,0.33333,0.25464,0.41203,211111
"377",392,26,1587,7,"English","blue things",0.3,"red things",0.6,"green things",0.5,"clouds",0.75,"circles",0.6,"squares",0.3,112,112,313,"solid",322121,"True",2,3,1,10,10,21,0.45455,0.36364,0.18182,NA,NA,NA,0.21429,0.42857,0.35714,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.37782,0.33333,0.28885,0.33333,0.33333,0.33333,0.33333,0.37782,0.28885,322121
"378",393,26,2047,8,"English","solid things",0.5,"striped things",0.35,"polka-dotted things",0.6,"blue things",0.6,"red things",0.5,"green things",0.45,131,133,121,"cloud",322122,"True",1,2,3,7,25,4,NA,NA,NA,0.34483,0.24138,0.41379,0.3871,0.32258,0.29032,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.28875,0.37791,0.37791,0.33333,0.28875,322122
"379",394,26,1693,9,"English","clouds",0.5,"circles",0.3,"squares",0.55,"blue things",0.6,"red things",0.5,"green things",0.35,311,233,233,"solid",121212,"False",2,1,3,3,26,26,0.37037,0.22222,0.40741,NA,NA,NA,0.41379,0.34483,0.24138,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212
"380",395,26,424,10,"English","solid things",0.45,"striped things",0.6,"polka-dotted things",0.45,"clouds",0.4,"circles",0.6,"squares",0.5,222,132,112,"red",321112,"True",3,2,1,14,16,10,0.26667,0.4,0.33333,0.3,0.4,0.3,NA,NA,NA,0,0.66667,0.33333,0,1,0,0.33333,0.33333,0.33333,0.25458,0.41209,0.33333,0.27634,0.44732,0.27634,0.33333,0.33333,0.33333,321211
"381",396,26,436,11,"English","solid things",0.5,"striped things",0.35,"polka-dotted things",0.6,"blue things",0.45,"red things",0.45,"green things",0.6,233,222,221,"circle",321112,"True",1,2,3,26,14,5,NA,NA,NA,0.34483,0.24138,0.41379,0.3,0.3,0.4,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0,1,0.33333,0.33333,0.33333,0.33333,0.25458,0.41209,0.27634,0.27634,0.44732,321211
"382",397,26,2094,12,"English","clouds",0.6,"circles",0.4,"squares",0.4,"solid things",0.4,"striped things",0.6,"polka-dotted things",0.4,121,231,311,"blue",321111,"True",3,1,2,4,8,3,0.42857,0.28571,0.28571,0.28571,0.42857,0.28571,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.44722,0.27639,0.27639,0.27639,0.44722,0.27639,0.33333,0.33333,0.33333,321111
"383",398,26,1491,13,"English","solid things",0.5,"striped things",0.45,"polka-dotted things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,133,111,121,"green",123211,"False",3,2,1,25,1,4,0.33333,0.33333,0.33333,0.32258,0.29032,0.3871,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211
"384",399,26,330,14,"English","blue things",0.35,"red things",0.6,"green things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,312,311,333,"solid",213211,"True",2,3,1,12,3,27,0.33333,0.33333,0.33333,NA,NA,NA,0.22581,0.3871,0.3871,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.25464,0.41203,0.33333,213211
"385",400,26,736,15,"English","blue things",0.65,"red things",0.5,"green things",0.4,"solid things",0.35,"striped things",0.45,"polka-dotted things",0.5,211,213,321,"circle",212122,"True",1,3,2,2,20,6,NA,NA,NA,0.26923,0.34615,0.38462,0.41935,0.32258,0.25806,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.39824,0.33333,0.26843,212122
"386",401,26,114,16,"English","blue things",0.6,"red things",0.45,"green things",0.45,"clouds",0.45,"circles",0.4,"squares",0.5,311,211,123,"solid",212111,"True",2,3,1,3,2,22,0.33333,0.2963,0.37037,NA,NA,NA,0.4,0.3,0.3,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.25464,0.41203,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111
"387",402,26,866,17,"English","blue things",0.45,"red things",0.6,"green things",0.5,"clouds",0.35,"circles",0.5,"squares",0.6,312,331,122,"solid",112122,"False",2,3,1,12,9,13,0.24138,0.34483,0.41379,NA,NA,NA,0.29032,0.3871,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122
"388",403,26,1816,18,"English","clouds",0.6,"circles",0.4,"squares",0.5,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.5,121,123,213,"blue",122121,"False",3,1,2,4,22,20,0.4,0.26667,0.33333,0.3125,0.375,0.3125,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122121
"389",404,26,253,19,"English","blue things",0.5,"red things",0.6,"green things",0.4,"solid things",0.6,"striped things",0.5,"polka-dotted things",0.5,332,313,132,"square",212222,"True",1,3,2,18,21,16,NA,NA,NA,0.375,0.3125,0.3125,0.33333,0.4,0.26667,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.2685,0.33333,0.39817,0.33333,0.39817,0.2685,212222
"390",405,26,1496,20,"English","blue things",0.45,"red things",0.45,"green things",0.55,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.45,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,0.32258,0.3871,0.29032,0.31034,0.31034,0.37931,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211
"391",406,27,2358,6,"English","blue things",0,"red things",0,"green things",0.5,"clouds",0,"circles",0.5,"squares",0,213,233,223,"solid",113232,"False",2,3,1,20,26,23,0,1,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232
"392",407,27,1512,7,"English","solid things",0,"striped things",0.5,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,122,123,133,"cloud",322112,"True",1,2,3,13,22,25,NA,NA,NA,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.65543,0.01124,0.33333,0.66101,0.00566,322112
"393",408,27,2088,8,"English","solid things",0.05,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.95,"green things",0,122,111,133,"cloud",321111,"True",1,2,3,13,1,25,NA,NA,NA,0.04762,0.95238,0,0,1,0,0.33333,0.33333,0.33333,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.00846,0.98308,0.00846,0.00846,0.98308,0.00846,321111
"394",409,27,1725,9,"English","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0.05,"polka-dotted things",0,211,231,333,"blue",212112,"True",3,1,2,2,8,27,0,1,0,0.95238,0.04762,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65569,0.33333,0.01098,0.33333,0.33333,0.33333,212112
