"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"192",192,12,765,17,"english","solid things",0.9,"striped things",0.05,"polka-dotted things",0.5,"blue things",1,"red things",0.1,"green things",0.5,311,322,122,"square",211212,"True",1,2,3,3,15,13,NA,NA,NA,0.62069,0.03448,0.34483,0.625,0.0625,0.3125,0.3133,0.33333,0.35337,0.6241,0.04256,0.33333,0.6241,0.04256,0.33333,0.3097,0.33333,0.35696,0.61876,0.04791,0.33333,0.61876,0.04791,0.33333,211212
"193",193,12,745,18,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",1,"red things",0,"green things",0.5,321,322,131,"square",212122,"True",1,2,3,6,15,7,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.31818,0.33333,0.34848,0.33333,0.34848,0.31818,0.61967,0.047,0.33333,0.31351,0.33333,0.35315,0.33333,0.35315,0.31351,0.62527,0.04139,0.33333,212122
"194",194,12,395,19,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,331,333,133,"blue",122132,"False",3,1,2,9,27,25,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.29437,0.33333,0.3723,0.33333,0.33333,0.33333,0.38112,0.33333,0.28554,0.28926,0.33333,0.37741,0.33333,0.33333,0.33333,0.38378,0.33333,0.28289,123221
"195",195,12,1241,20,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,333,231,"cloud",112112,"False",1,3,2,22,27,8,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.39721,0.30815,0.29464,0.33333,0.37914,0.28753,0.29431,0.33333,0.37236,0.40303,0.30298,0.29399,0.33333,0.38304,0.28362,0.28923,0.33333,0.37744,112112
"196",196,13,895,6,"English","clouds",0.1,"circles",0.05,"squares",1,"blue things",0.05,"red things",0.05,"green things",0.8,333,322,213,"polka-dotted",112122,"False",2,1,3,27,15,20,0.08696,0.04348,0.86957,NA,NA,NA,0.05556,0.05556,0.88889,0.33333,0.12815,0.53851,0.10879,0.10879,0.78241,0.33333,0.12815,0.53851,0.33333,0.12817,0.53849,0.10885,0.10885,0.7823,0.33333,0.12817,0.53849,112122
"197",197,13,654,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0,"red things",1,"green things",0,212,221,113,"circle",212211,"True",1,2,3,11,5,19,NA,NA,NA,0.33333,0.33333,0.33333,0,1,0,0.13159,0.53507,0.33333,0.54541,0.12126,0.33333,0.10235,0.78814,0.10951,0.13167,0.535,0.33333,0.54549,0.12117,0.33333,0.1023,0.78811,0.10958,212211
"198",198,13,800,8,"English","clouds",1,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",1,133,332,312,"polka-dotted",211212,"True",2,1,3,25,18,12,1,0,0,NA,NA,NA,0,0,1,0.58782,0.33333,0.07885,0.13158,0.33333,0.53509,0.33333,0.07885,0.58782,0.58781,0.33333,0.07886,0.13165,0.33333,0.53501,0.33333,0.07886,0.58781,211212
"199",199,13,229,9,"English","clouds",0.5,"circles",0,"squares",0.05,"blue things",0,"red things",0.5,"green things",0,132,132,222,"polka-dotted",212132,"False",2,1,3,16,16,14,0.90909,0,0.09091,NA,NA,NA,0,1,0,0.535,0.13167,0.33333,0.33333,0.13167,0.535,0.33333,0.33333,0.33333,0.53493,0.13174,0.33333,0.33333,0.13174,0.53493,0.33333,0.33333,0.33333,213221
"200",200,13,1183,10,"English","solid things",0,"striped things",0.4,"polka-dotted things",0.4,"clouds",0,"circles",0.05,"squares",0.5,332,132,331,"red",212232,"True",3,2,1,18,16,9,0,0.09091,0.90909,0,0.5,0.5,NA,NA,NA,0.12126,0.33333,0.5454,0.33333,0.33333,0.33333,0.1316,0.53507,0.33333,0.12118,0.33333,0.54549,0.33333,0.33333,0.33333,0.13167,0.53499,0.33333,213222
"201",201,13,1164,11,"English","solid things",0,"striped things",0.5,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,223,222,123,"circle",212232,"True",1,2,3,23,14,22,NA,NA,NA,0,1,0,0,0,1,0.1316,0.53507,0.33333,0.33333,0.33333,0.33333,0.33333,0.12126,0.5454,0.13167,0.53499,0.33333,0.33333,0.33333,0.33333,0.33333,0.12118,0.54549,213222
"202",202,13,151,12,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,213,233,233,"circle",323212,"True",1,2,3,20,26,26,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.33333,0.33333,0.33333,0.5901,0.33333,0.07656,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.59012,0.33333,0.07654,0.33333,0.33333,0.33333,323212
"203",203,13,1064,13,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,113,223,323,"cloud",113212,"False",1,2,3,19,23,24,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.78253,0.10873,0.10873,0.58533,0.08133,0.33333,0.33333,0.33333,0.33333,0.7824,0.1088,0.1088,0.58528,0.08139,0.33333,0.33333,0.33333,0.33333,113212
"204",204,13,1042,14,"English","clouds",0.05,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",0,211,112,232,"solid",212212,"True",2,1,3,2,10,17,0.04762,0.95238,0,NA,NA,NA,0.33333,0.33333,0.33333,0.12124,0.54543,0.33333,0.53509,0.33333,0.13158,0.58778,0.07889,0.33333,0.12116,0.54551,0.33333,0.53501,0.33333,0.13165,0.58777,0.0789,0.33333,212212
"205",205,13,1278,15,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,233,321,"cloud",111111,"False",1,2,3,10,26,6,NA,NA,NA,0.33333,0.33333,0.33333,0,1,0,0.78247,0.10877,0.10877,0.78247,0.10877,0.10877,0.10877,0.78247,0.10877,0.78235,0.10883,0.10883,0.78235,0.10883,0.10883,0.10883,0.78235,0.10883,111111
"206",206,13,1111,16,"English","blue things",1,"red things",0.05,"green things",0,"solid things",0.5,"striped things",0.05,"polka-dotted things",1,131,113,113,"cloud",321212,"True",1,3,2,7,19,19,NA,NA,NA,0.32258,0.03226,0.64516,0.95238,0.04762,0,0.33333,0.33333,0.33333,0.07654,0.33333,0.59013,0.59013,0.33333,0.07654,0.33333,0.33333,0.33333,0.07652,0.33333,0.59014,0.59014,0.33333,0.07652,321212
"207",207,13,2087,17,"English","solid things",0,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,312,232,122,"red",321111,"True",3,2,1,12,17,13,0,0,1,0.33333,0.33333,0.33333,NA,NA,NA,0.10306,0.10306,0.79388,0.79388,0.10306,0.10306,0.33333,0.33333,0.33333,0.10303,0.10303,0.79394,0.79394,0.10303,0.10303,0.33333,0.33333,0.33333,321111
"208",208,13,1944,18,"English","blue things",0,"red things",1,"green things",0,"clouds",0,"circles",0,"squares",1,332,113,123,"polka-dotted",111212,"False",2,3,1,18,19,22,0,0,1,NA,NA,NA,0,1,0,0.08131,0.33333,0.58535,0.10871,0.10871,0.78258,0.33333,0.58535,0.08131,0.08137,0.33333,0.5853,0.10878,0.10878,0.78245,0.33333,0.5853,0.08137,111212
"209",209,13,447,19,"English","solid things",0.1,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,322,132,232,"red",321112,"True",3,2,1,15,16,17,0,0,1,0.09091,0.90909,0,NA,NA,NA,0.10303,0.10303,0.79394,0.33333,0.59009,0.07658,0.33333,0.33333,0.33333,0.103,0.103,0.79399,0.33333,0.59011,0.07655,0.33333,0.33333,0.33333,321211
"210",210,13,754,20,"English","solid things",0.05,"striped things",0,"polka-dotted things",1,"clouds",0.05,"circles",1,"squares",0,233,113,112,"green",211212,"True",3,2,1,26,19,10,0.04762,0.95238,0,0.04762,0,0.95238,NA,NA,NA,0.07885,0.58782,0.33333,0.07885,0.33333,0.58782,0.33333,0.13158,0.53509,0.07886,0.58781,0.33333,0.07886,0.33333,0.58781,0.33333,0.13165,0.53501,211212
"211",211,14,120,6,"english","blue things",0.75,"red things",0.85,"green things",0,"solid things",0.9,"striped things",0,"polka-dotted things",1,332,331,113,"square",212111,"True",1,3,2,18,9,19,NA,NA,NA,0.47368,0,0.52632,0.46875,0.53125,0,0.26812,0.33333,0.39854,0.26812,0.33333,0.39854,0.25167,0.49663,0.25171,0.26809,0.33333,0.39857,0.26809,0.33333,0.39857,0.25168,0.49665,0.25168,212111
"212",212,14,149,7,"english","blue things",0,"red things",1,"green things",1,"clouds",0.15,"circles",1,"squares",0.15,212,213,331,"solid",212111,"True",2,3,1,11,20,9,0.11538,0.76923,0.11538,NA,NA,NA,0,0.5,0.5,0.33333,0.39854,0.26812,0.39854,0.33333,0.26812,0.25171,0.49663,0.25167,0.33333,0.39857,0.26809,0.39857,0.33333,0.26809,0.25168,0.49665,0.25168,212111
"213",213,14,160,8,"english","blue things",0,"red things",1,"green things",0,"solid things",0.2,"striped things",0.3,"polka-dotted things",1,322,332,332,"square",323212,"True",1,3,2,15,18,18,NA,NA,NA,0.13333,0.2,0.66667,0,1,0,0.33333,0.33333,0.33333,0.33333,0.44245,0.22421,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44245,0.22421,0.33333,0.33333,0.33333,323212
"214",214,14,955,9,"english","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.8,"green things",0,222,311,313,"circle",121112,"False",1,2,3,14,3,21,NA,NA,NA,0,1,0,0,1,0,0.33333,0.44243,0.22424,0.22424,0.44243,0.33333,0.2517,0.4966,0.2517,0.33333,0.44245,0.22421,0.22421,0.44245,0.33333,0.25168,0.49665,0.25168,121211
"215",215,14,1413,10,"english","blue things",1,"red things",0.05,"green things",0.8,"clouds",0.3,"circles",0.5,"squares",0.5,321,121,223,"striped",322111,"True",2,3,1,6,4,23,0.23077,0.38462,0.38462,NA,NA,NA,0.54054,0.02703,0.43243,0.25168,0.25168,0.49665,0.33333,0.33333,0.33333,0.39857,0.33333,0.2681,0.25168,0.25168,0.49665,0.33333,0.33333,0.33333,0.39857,0.33333,0.26809,322111
"216",216,14,703,11,"english","blue things",1,"red things",0,"green things",1,"solid things",1,"striped things",0.2,"polka-dotted things",0,111,113,221,"cloud",212122,"True",1,3,2,1,19,5,NA,NA,NA,0.83333,0.16667,0,0.5,0,0.5,0.39854,0.26812,0.33333,0.39854,0.26812,0.33333,0.39858,0.33333,0.26808,0.39857,0.26809,0.33333,0.39857,0.26809,0.33333,0.39857,0.33333,0.26809,212122
"217",217,14,952,12,"english","clouds",0.3,"circles",1,"squares",1,"blue things",0.15,"red things",0.1,"green things",1,313,122,121,"solid",121112,"False",2,1,3,21,13,4,0.13043,0.43478,0.43478,NA,NA,NA,0.12,0.08,0.8,0.22424,0.33333,0.44243,0.44243,0.22424,0.33333,0.2517,0.2517,0.4966,0.22421,0.33333,0.44245,0.44245,0.22421,0.33333,0.25168,0.25168,0.49665,121211
"218",218,14,1489,13,"english","blue things",1,"red things",0,"green things",0.05,"solid things",0.5,"striped things",0.25,"polka-dotted things",0.1,111,331,321,"cloud",123211,"False",1,3,2,1,9,6,NA,NA,NA,0.58824,0.29412,0.11765,0.95238,0,0.04762,0.44243,0.33333,0.22424,0.4966,0.2517,0.2517,0.33333,0.33333,0.33333,0.44245,0.33333,0.22421,0.49665,0.25168,0.25168,0.33333,0.33333,0.33333,123211
"219",219,14,1060,14,"english","solid things",0.25,"striped things",0.9,"polka-dotted things",0,"blue things",0.05,"red things",0.7,"green things",0.75,323,222,122,"square",113212,"False",1,2,3,24,14,13,NA,NA,NA,0.21739,0.78261,0,0.03333,0.46667,0.5,0.2517,0.2517,0.4966,0.33333,0.33333,0.33333,0.33333,0.22424,0.44243,0.25168,0.25168,0.49665,0.33333,0.33333,0.33333,0.33333,0.22421,0.44245,113212
"220",220,14,1239,15,"english","blue things",0.3,"red things",0,"green things",0.7,"solid things",0.5,"striped things",0.9,"polka-dotted things",0,223,321,131,"circle",112112,"False",1,3,2,23,6,7,NA,NA,NA,0.35714,0.64286,0,0.3,0,0.7,0.2517,0.4966,0.2517,0.33333,0.39856,0.26811,0.22424,0.33333,0.44243,0.25168,0.49665,0.25168,0.33333,0.39857,0.26809,0.22421,0.33333,0.44245,112112
"221",221,14,1718,16,"english","clouds",0.15,"circles",0.95,"squares",0.1,"solid things",0.5,"striped things",0.3,"polka-dotted things",0.8,233,223,321,"green",212112,"True",3,1,2,26,23,6,0.125,0.79167,0.08333,0.3125,0.1875,0.5,NA,NA,NA,0.33333,0.39854,0.26812,0.33333,0.22423,0.44244,0.26812,0.33333,0.39854,0.33333,0.39857,0.26809,0.33333,0.22421,0.44245,0.26809,0.33333,0.39857,212112
"222",222,14,415,17,"english","clouds",0.1,"circles",0.65,"squares",0.7,"solid things",0.5,"striped things",0.85,"polka-dotted things",0.85,222,332,312,"red",321112,"True",3,1,2,14,18,12,0.06897,0.44828,0.48276,0.22727,0.38636,0.38636,NA,NA,NA,0.33333,0.44245,0.22421,0.25168,0.49665,0.25168,0.33333,0.33333,0.33333,0.33333,0.44245,0.22421,0.25168,0.49665,0.25168,0.33333,0.33333,0.33333,321211
"223",223,14,2013,18,"english","clouds",0.9,"circles",0.15,"squares",0.8,"solid things",0.5,"striped things",0.9,"polka-dotted things",0,321,311,121,"blue",322122,"True",3,1,2,6,3,4,0.48649,0.08108,0.43243,0.35714,0.64286,0,NA,NA,NA,0.2681,0.33333,0.39857,0.2681,0.39857,0.33333,0.33333,0.33333,0.33333,0.26809,0.33333,0.39857,0.26809,0.39857,0.33333,0.33333,0.33333,0.33333,322122
"224",224,14,776,19,"english","blue things",0,"red things",0.95,"green things",0.5,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.5,133,112,312,"cloud",211212,"True",1,3,2,25,10,12,NA,NA,NA,0.63333,0.03333,0.33333,0,0.65517,0.34483,0.39854,0.33333,0.26812,0.22423,0.33333,0.44244,0.33333,0.22423,0.44244,0.39857,0.33333,0.26809,0.22421,0.33333,0.44245,0.33333,0.22421,0.44245,211212
"225",225,14,1615,20,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.6,"clouds",0.05,"circles",0.55,"squares",0.9,212,332,323,"red",211112,"True",3,2,1,11,18,24,0.03333,0.36667,0.6,0.3125,0.3125,0.375,NA,NA,NA,0.33333,0.44244,0.22423,0.49663,0.25171,0.25167,0.33333,0.39854,0.26812,0.33333,0.44245,0.22421,0.49665,0.25168,0.25168,0.33333,0.39857,0.26809,211211
"226",226,15,1403,6,"English","clouds",0.6,"circles",0,"squares",0,"blue things",0.65,"red things",0,"green things",0.5,111,211,312,"solid",322111,"True",2,1,3,1,2,12,1,0,0,NA,NA,NA,0.56522,0,0.43478,0.71953,0.1309,0.14957,0.33333,0.33333,0.33333,0.49318,0.17348,0.33333,0.73151,0.13415,0.13434,0.33333,0.33333,0.33333,0.50876,0.15791,0.33333,322111
"227",227,15,207,7,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,311,131,"square",212132,"False",1,3,2,3,3,7,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32965,0.33333,0.33701,0.33701,0.33333,0.32965,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221
"228",228,15,1445,8,"English","blue things",0.75,"red things",0,"green things",0.5,"solid things",0.7,"striped things",0.1,"polka-dotted things",0.1,111,121,132,"cloud",322111,"True",1,3,2,1,4,16,NA,NA,NA,0.77778,0.11111,0.11111,0.6,0,0.4,0.33333,0.33333,0.33333,0.71953,0.1309,0.14957,0.49318,0.17348,0.33333,0.33333,0.33333,0.33333,0.73151,0.13415,0.13434,0.50876,0.15791,0.33333,322111
"229",229,15,1510,9,"English","clouds",0.2,"circles",0.75,"squares",0.5,"solid things",0.5,"striped things",0.15,"polka-dotted things",0.6,231,131,121,"blue",322112,"True",3,1,2,8,7,4,0.13793,0.51724,0.34483,0.4,0.12,0.48,NA,NA,NA,0.09467,0.572,0.33333,0.33333,0.16854,0.49812,0.33333,0.33333,0.33333,0.10325,0.56341,0.33333,0.33333,0.15782,0.50884,0.33333,0.33333,0.33333,322112
"230",230,15,162,10,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.35,"blue things",0.5,"red things",0.5,"green things",0.5,312,332,332,"square",323212,"True",1,2,3,12,18,18,NA,NA,NA,0.45161,0.32258,0.22581,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57989,0.33333,0.08677,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.56347,0.33333,0.10319,0.33333,0.33333,0.33333,323212
"231",231,15,685,11,"English","clouds",0.3,"circles",0.5,"squares",0.7,"blue things",0.25,"red things",0.8,"green things",0.25,312,113,331,"solid",212211,"True",2,1,3,12,19,9,0.2,0.33333,0.46667,NA,NA,NA,0.19231,0.61538,0.19231,0.12487,0.33333,0.5418,0.33888,0.33333,0.32779,0.33612,0.54865,0.11523,0.11263,0.33333,0.55404,0.33333,0.33333,0.33333,0.33346,0.56311,0.10343,212211
"232",232,15,1427,12,"English","solid things",0.4,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.25,"red things",0.25,"green things",0.7,123,121,112,"cloud",322111,"True",1,2,3,22,4,10,NA,NA,NA,0.25806,0.41935,0.32258,0.20833,0.20833,0.58333,0.33333,0.33333,0.33333,0.17348,0.49318,0.33333,0.1309,0.14957,0.71953,0.33333,0.33333,0.33333,0.15791,0.50876,0.33333,0.13415,0.13434,0.73151,322111
"233",233,15,1729,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.8,"red things",0.5,"green things",0.15,331,333,213,"polka-dotted",212112,"True",2,1,3,9,27,20,0.33333,0.33333,0.33333,NA,NA,NA,0.55172,0.34483,0.10345,0.33333,0.32897,0.3377,0.32897,0.33333,0.3377,0.53991,0.33333,0.12676,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52099,0.33333,0.14567,212112
"234",234,15,1218,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,121,133,"red",112112,"False",3,2,1,14,4,25,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.31759,0.34908,0.33333,0.33333,0.34522,0.32145,0.32046,0.35465,0.32489,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112112
"235",235,15,2077,15,"English","solid things",0.7,"striped things",0.2,"polka-dotted things",0.2,"blue things",0.2,"red things",0.2,"green things",0.85,113,121,132,"cloud",321111,"True",1,2,3,19,4,16,NA,NA,NA,0.63636,0.18182,0.18182,0.16,0.16,0.68,0.33333,0.33333,0.33333,0.73322,0.13339,0.13339,0.13339,0.13339,0.73322,0.33333,0.33333,0.33333,0.73164,0.13418,0.13418,0.13418,0.13418,0.73164,321111
"236",236,15,1995,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,131,131,"cloud",323232,"False",1,2,3,7,7,7,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232
"237",237,15,6,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.55,333,131,111,"square",122112,"False",1,2,3,27,7,1,NA,NA,NA,0.33333,0.33333,0.33333,0.32258,0.32258,0.35484,0.31354,0.33333,0.35312,0.31887,0.33333,0.34779,0.31354,0.33333,0.35312,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122112
"238",238,15,2059,18,"English","clouds",0.2,"circles",0.85,"squares",0.2,"blue things",0.85,"red things",0.15,"green things",0.15,231,133,332,"polka-dotted",321111,"True",2,1,3,8,25,18,0.16,0.68,0.16,NA,NA,NA,0.73913,0.13043,0.13043,0.13339,0.73322,0.13339,0.33333,0.33333,0.33333,0.73322,0.13339,0.13339,0.13418,0.73164,0.13418,0.33333,0.33333,0.33333,0.73164,0.13418,0.13418,321111
"239",239,15,165,19,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"clouds",0.5,"circles",0.5,"squares",0.5,322,332,332,"red",323212,"True",3,2,1,15,18,18,0.33333,0.33333,0.33333,0.33333,0.63333,0.03333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.57989,0.08677,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.56347,0.10319,0.33333,0.33333,0.33333,323212
"240",240,15,30,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,322,321,"solid",122112,"False",2,1,3,11,15,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.35312,0.31354,0.35312,0.31354,0.33333,0.31887,0.34779,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122112
"241",241,16,369,6,"english","solid things",0,"striped things",0,"polka-dotted things",0,"clouds",0.05,"circles",0.05,"squares",0.05,122,121,221,"red",122132,"False",3,2,1,13,4,5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.34065,0.32601,0.33333,0.33333,0.33333,0.33333,0.32302,0.34365,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221
"242",242,16,1124,7,"english","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.95,333,231,231,"polka-dotted",321212,"True",2,1,3,27,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.08389,0.58278,0.33333,0.33333,0.33333,0.08389,0.33333,0.58278,0.33333,0.09972,0.56695,0.33333,0.33333,0.33333,0.09972,0.33333,0.56695,321212
"243",243,16,602,8,"english","clouds",0.05,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0.05,213,211,332,"green",112121,"False",3,1,2,20,2,18,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.33835,0.32832,0.33835,0.33333,0.32832,0.32637,0.33034,0.34329,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121
"244",244,16,2156,9,"english","clouds",1,"circles",0.05,"squares",0.05,"blue things",0,"red things",0,"green things",0,113,332,231,"solid",121111,"False",2,1,3,19,18,8,0.90909,0.04545,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0.34738,0.32631,0.32631,0.34376,0.33333,0.32291,0.32631,0.32631,0.34738,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111
"245",245,16,239,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,331,331,232,"blue",212132,"False",3,2,1,9,9,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33113,0.33554,0.33333,0.33333,0.33333,0.33554,0.33113,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221
"246",246,16,592,11,"english","solid things",0,"striped things",0,"polka-dotted things",0.9,"clouds",0,"circles",0,"squares",0,211,231,233,"blue",213212,"True",3,2,1,2,8,26,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.53644,0.33333,0.13023,0.33653,0.33333,0.33014,0.33333,0.33333,0.33333,0.52377,0.33333,0.1429,0.33333,0.33333,0.33333,213212
"247",247,16,1786,12,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.05,232,232,132,"polka-dotted",322132,"True",2,1,3,17,17,16,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.18827,0.47839,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1578,0.50887,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221
"248",248,16,1443,13,"english","blue things",0,"red things",0,"green things",0,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.04762,0.90476,0.04762,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15619,0.70693,0.13688,0.48654,0.18012,0.33333,0.33333,0.33333,0.33333,0.13418,0.73337,0.13244,0.50892,0.15775,0.33333,322111
"249",249,16,782,14,"english","blue things",0,"red things",0,"green things",0.95,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.04545,0.04545,0.90909,0,0,1,0.33687,0.32979,0.33333,0.11907,0.33333,0.5476,0.33333,0.11907,0.5476,0.33333,0.33333,0.33333,0.14144,0.33333,0.52523,0.33333,0.14144,0.52523,211212
"250",250,16,759,15,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.75,"red things",0.05,"green things",0.05,131,113,313,"cloud",211212,"True",1,2,3,7,19,21,NA,NA,NA,0.05882,0.05882,0.88235,0.88235,0.05882,0.05882,0.33687,0.33333,0.32979,0.11907,0.33333,0.5476,0.5476,0.33333,0.11907,0.33333,0.33333,0.33333,0.14144,0.33333,0.52523,0.52523,0.33333,0.14144,211212
"251",251,16,2240,16,"english","blue things",0,"red things",0,"green things",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,323,322,321,"square",323211,"True",1,3,2,24,15,6,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13957,0.13957,0.72086,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13267,0.13267,0.73465,323211
"252",252,16,2057,17,"english","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0.05,"green things",0.05,311,322,333,"square",321111,"True",1,2,3,3,15,27,NA,NA,NA,0.33333,0.33333,0.33333,0.90909,0.04545,0.04545,0.33333,0.33333,0.33333,0.72086,0.13957,0.13957,0.72086,0.13957,0.13957,0.33333,0.33333,0.33333,0.73465,0.13267,0.13267,0.73465,0.13267,0.13267,321111
"253",253,16,1577,18,"english","blue things",0,"red things",0,"green things",0.65,"clouds",0.05,"circles",0,"squares",0.05,333,333,131,"polka-dotted",322121,"True",2,3,1,27,27,7,0.5,0,0.5,NA,NA,NA,0,0,1,0.20253,0.33333,0.46413,0.33333,0.33333,0.33333,0.20253,0.33333,0.46413,0.15936,0.33333,0.50731,0.33333,0.33333,0.33333,0.15936,0.33333,0.50731,322121
