"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"236",236,15,1995,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,131,131,"cloud",323232,"False",1,2,3,7,7,7,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"237",237,15,6,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.55,333,131,111,"square",122112,"False",1,2,3,27,7,1,NA,NA,NA,0.33333,0.33333,0.33333,0.32258,0.32258,0.35484,0.26418,0.33333,0.40249,0.27695,0.33333,0.38972,0.26418,0.33333,0.40249,0.21809,0.33333,0.44858,0.23065,0.33333,0.43602,0.21809,0.33333,0.44858,122112,2.21501223382925
"238",238,15,2059,18,"English","clouds",0.2,"circles",0.85,"squares",0.2,"blue things",0.85,"red things",0.15,"green things",0.15,231,133,332,"polka-dotted",321111,"True",2,1,3,8,25,18,0.16,0.68,0.16,NA,NA,NA,0.73913,0.13043,0.13043,0.13387,0.73226,0.13387,0.33333,0.33333,0.33333,0.73226,0.13387,0.13387,0.07692,0.84615,0.07692,0.33333,0.33333,0.33333,0.84615,0.07692,0.07692,321111,1.61029044705476
"239",239,15,165,19,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"clouds",0.5,"circles",0.5,"squares",0.5,322,332,332,"red",323212,"True",3,2,1,15,18,18,0.33333,0.33333,0.33333,0.33333,0.63333,0.03333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.55965,0.10702,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61111,0.05556,0.33333,0.33333,0.33333,323212,1.90692481829459
"240",240,15,30,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,322,321,"solid",122112,"False",2,1,3,11,15,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.40249,0.26418,0.40249,0.26418,0.33333,0.27695,0.38972,0.33333,0.33333,0.44858,0.21809,0.44858,0.21809,0.33333,0.23065,0.43602,0.33333,122112,2.22156677725661
"241",241,16,369,6,"english","solid things",0,"striped things",0,"polka-dotted things",0,"clouds",0.05,"circles",0.05,"squares",0.05,122,121,221,"red",122132,"False",3,2,1,13,4,5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.38543,0.28123,0.33333,0.33333,0.33333,0.33333,0.26856,0.39811,0.33333,0.43602,0.23065,0.33333,0.33333,0.33333,0.33333,0.21809,0.44858,0.33333,123221,2.20546855569368
"242",242,16,1124,7,"english","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.95,333,231,231,"polka-dotted",321212,"True",2,1,3,27,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.10592,0.56075,0.33333,0.33333,0.33333,0.10592,0.33333,0.56075,0.33333,0.05556,0.61111,0.33333,0.33333,0.33333,0.05556,0.33333,0.61111,321212,1.99000679729561
"243",243,16,602,8,"english","clouds",0.05,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0.05,213,211,332,"green",112121,"False",3,1,2,20,2,18,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.38907,0.27759,0.38907,0.33333,0.27759,0.28431,0.28431,0.43138,0.33333,0.43602,0.23065,0.43602,0.33333,0.23065,0.24649,0.24649,0.50701,112121,2.38966189150353
"244",244,16,2156,9,"english","clouds",1,"circles",0.05,"squares",0.05,"blue things",0,"red things",0,"green things",0,113,332,231,"solid",121111,"False",2,1,3,19,18,8,0.90909,0.04545,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0.42619,0.28691,0.28691,0.39844,0.33333,0.26823,0.28691,0.28691,0.42619,0.50701,0.24649,0.24649,0.44858,0.33333,0.21809,0.24649,0.24649,0.50701,121111,2.0055405202828
"245",245,16,239,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,331,331,232,"blue",212132,"False",3,2,1,9,9,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.30257,0.36409,0.33333,0.33333,0.33333,0.36409,0.30257,0.33333,0.33333,0.26788,0.39879,0.33333,0.33333,0.33333,0.39879,0.26788,0.33333,213221,2.20007540557459
"246",246,16,592,11,"english","solid things",0,"striped things",0,"polka-dotted things",0.9,"clouds",0,"circles",0,"squares",0,211,231,233,"blue",213212,"True",3,2,1,2,8,26,0.33333,0.33333,0.33333,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.53863,0.33333,0.12804,0.37262,0.33333,0.29405,0.33333,0.33333,0.33333,0.5819,0.33333,0.08477,0.39879,0.33333,0.26788,213212,3.15402349114029
"247",247,16,1786,12,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.05,232,232,132,"polka-dotted",322132,"True",2,1,3,17,17,16,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.1778,0.48886,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.81428538526869
"248",248,16,1443,13,"english","blue things",0,"red things",0,"green things",0,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.04762,0.90476,0.04762,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1453,0.70941,0.1453,0.49752,0.16915,0.33333,0.33333,0.33333,0.33333,0.07692,0.84615,0.07692,0.57143,0.09524,0.33333,322111,1.68557411146627
"249",249,16,782,14,"english","blue things",0,"red things",0,"green things",0.95,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.04545,0.04545,0.90909,0,0,1,0.35665,0.31002,0.33333,0.17521,0.33333,0.49146,0.33333,0.17521,0.49146,0.39879,0.26788,0.33333,0.08477,0.33333,0.5819,0.33333,0.08477,0.5819,211212,1.48527398752762
"250",250,16,759,15,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.75,"red things",0.05,"green things",0.05,131,113,313,"cloud",211212,"True",1,2,3,7,19,21,NA,NA,NA,0.05882,0.05882,0.88235,0.88235,0.05882,0.05882,0.35665,0.33333,0.31002,0.17521,0.33333,0.49146,0.49146,0.33333,0.17521,0.39879,0.33333,0.26788,0.08477,0.33333,0.5819,0.5819,0.33333,0.08477,211212,1.58776321750929
"251",251,16,2240,16,"english","blue things",0,"red things",0,"green things",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,323,322,321,"square",323211,"True",1,3,2,24,15,6,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16781,0.16781,0.66439,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.07692,0.07692,0.84615,323211,1.50750299526975
"252",252,16,2057,17,"english","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0.05,"green things",0.05,311,322,333,"square",321111,"True",1,2,3,3,15,27,NA,NA,NA,0.33333,0.33333,0.33333,0.90909,0.04545,0.04545,0.33333,0.33333,0.33333,0.72383,0.13808,0.13808,0.72383,0.13808,0.13808,0.33333,0.33333,0.33333,0.84615,0.07692,0.07692,0.84615,0.07692,0.07692,321111,1.90146704552603
"253",253,16,1577,18,"english","blue things",0,"red things",0,"green things",0.65,"clouds",0.05,"circles",0,"squares",0.05,333,333,131,"polka-dotted",322121,"True",2,3,1,27,27,7,0.5,0,0.5,NA,NA,NA,0,0,1,0.16979,0.33333,0.49688,0.33333,0.33333,0.33333,0.16979,0.33333,0.49688,0.09524,0.33333,0.57143,0.33333,0.33333,0.33333,0.09524,0.33333,0.57143,322121,1.9357165145148
"254",254,16,2248,19,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0,"green things",0,132,122,112,"cloud",323211,"True",1,2,3,16,13,10,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16781,0.16781,0.66439,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.07692,0.07692,0.84615,0.33333,0.33333,0.33333,323211,1.63855562099237
"255",255,16,2194,20,"english","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0.05,"squares",0,321,112,213,"striped",121111,"False",2,3,1,6,10,20,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.28691,0.28691,0.42619,0.26823,0.39844,0.33333,0.42619,0.28691,0.28691,0.24649,0.24649,0.50701,0.21809,0.44858,0.33333,0.50701,0.24649,0.24649,121111,2.36529434689474
"256",256,17,592,6,"english","clouds",0.8,"circles",1,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",1,211,231,233,"blue",213212,"True",3,1,2,2,8,26,0.44444,0.55556,0,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.60903,0.33333,0.05764,0.42833,0.33333,0.23834,0.33333,0.33333,0.33333,0.5819,0.33333,0.08477,0.39879,0.33333,0.26788,213212,3.9521375376302
"257",257,17,1049,7,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,322,311,212,"square",212212,"True",1,2,3,15,3,11,NA,NA,NA,0.5,0.5,0,0,1,0,0.33333,0.24615,0.42052,0.06349,0.60318,0.33333,0.04459,0.62207,0.33333,0.33333,0.26788,0.39879,0.08477,0.5819,0.33333,0.06281,0.60386,0.33333,212212,2.10594132474054
"258",258,17,145,8,"english","solid things",1,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,123,223,312,"green",212111,"True",3,2,1,22,23,12,1,0,0,0.5,0.5,0,NA,NA,NA,0.66819,0.07088,0.26094,0.27592,0.39075,0.33333,0.33333,0.27592,0.39075,0.6862,0.06238,0.25142,0.26788,0.39879,0.33333,0.33333,0.26788,0.39879,212111,1.51685943930925
"259",259,17,1024,9,"english","clouds",1,"circles",0,"squares",0,"solid things",1,"striped things",1,"polka-dotted things",0,122,212,111,"red",212212,"True",3,1,2,13,11,1,1,0,0,0.5,0.5,0,NA,NA,NA,0.62207,0.04459,0.33333,0.06349,0.60318,0.33333,0.24615,0.42052,0.33333,0.60386,0.06281,0.33333,0.08477,0.5819,0.33333,0.26788,0.39879,0.33333,212212,2.10594132474054
"260",260,17,2134,10,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,312,211,"cloud",111112,"False",1,2,3,25,12,2,NA,NA,NA,0.5,0,0.5,0,0,1,0.48765,0.25618,0.25618,0.2296,0.33333,0.43706,0.25618,0.25618,0.48765,0.50701,0.24649,0.24649,0.21809,0.33333,0.44858,0.24649,0.24649,0.50701,111211,1.86770071638747
"261",261,17,915,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,113,113,321,"green",212121,"False",3,2,1,19,19,6,1,0,0,1,0,0,NA,NA,NA,0.38769,0.33333,0.27898,0.38769,0.27898,0.33333,0.27898,0.33333,0.38769,0.39879,0.33333,0.26788,0.39879,0.26788,0.33333,0.26788,0.33333,0.39879,212121,1.89512025094438
"262",262,17,552,12,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.5,0,0.5,0,0,1,0.42833,0.33333,0.23834,0.33333,0.33333,0.33333,0.05764,0.33333,0.60903,0.39879,0.33333,0.26788,0.33333,0.33333,0.33333,0.08477,0.33333,0.5819,213212,1.5945067681367
"263",263,17,463,13,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,131,123,312,"cloud",211111,"True",1,2,3,7,22,12,NA,NA,NA,0.5,0,0.5,1,0,0,0.39072,0.33333,0.27595,0.26097,0.07091,0.66811,0.66811,0.26097,0.07091,0.39879,0.33333,0.26788,0.25142,0.06238,0.6862,0.6862,0.25142,0.06238,211111,1.27661731886059
"264",264,17,1794,14,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,0.5,0.5,0,1,0,0,0.33333,0.33333,0.33333,0.08868,0.57798,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,323221,2.58406134828128
"265",265,17,1127,15,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,321,321,"striped",321212,"True",2,1,3,23,6,6,0,1,0,NA,NA,NA,0,0,1,0.33333,0.60094,0.06573,0.33333,0.33333,0.33333,0.06573,0.33333,0.60094,0.33333,0.61111,0.05556,0.33333,0.33333,0.33333,0.05556,0.33333,0.61111,321212,1.01852955389811
"266",266,17,2256,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,112,112,122,"solid",213232,"False",2,3,1,10,10,13,1,0,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.39579,0.27088,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.39879,0.26788,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"267",267,17,614,17,"english","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",1,233,231,312,"green",112121,"False",3,1,2,26,8,12,0,1,0,0.5,0,0.5,NA,NA,NA,0.33333,0.42714,0.23952,0.23952,0.33333,0.42714,0.25385,0.25385,0.49231,0.33333,0.43602,0.23065,0.23065,0.33333,0.43602,0.24649,0.24649,0.50701,112121,1.990506705819
"268",268,17,1972,18,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,131,131,131,"polka-dotted",323232,"False",2,3,1,7,7,7,1,0,0,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"269",269,17,1444,19,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,111,221,"blue",322111,"True",3,2,1,3,1,5,0,0,1,1,0,0,NA,NA,NA,0.09723,0.09723,0.80555,0.54852,0.11815,0.33333,0.33333,0.33333,0.33333,0.07692,0.07692,0.84615,0.57143,0.09524,0.33333,0.33333,0.33333,0.33333,322111,0.816767536760365
"270",270,17,1771,20,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,121,121,221,"striped",322132,"True",2,3,1,4,4,5,1,0,0,NA,NA,NA,1,0,0,0.57798,0.08868,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.64682170674362
"271",271,18,1749,6,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.15,"red things",0.15,"green things",0.85,223,323,331,"striped",212112,"True",2,1,3,23,24,9,0.32258,0.51613,0.16129,NA,NA,NA,0.13043,0.13043,0.73913,0.33333,0.49724,0.16943,0.33333,0.3582,0.30847,0.30847,0.33333,0.3582,0.33333,0.5819,0.08477,0.33333,0.39879,0.26788,0.26788,0.33333,0.39879,212112,2.05689055976938
"272",272,18,147,7,"English","clouds",0.5,"circles",0.8,"squares",0.1,"blue things",0.2,"red things",0.85,"green things",0.15,212,213,321,"solid",212111,"True",2,1,3,11,20,6,0.35714,0.57143,0.07143,NA,NA,NA,0.16667,0.70833,0.125,0.33333,0.3575,0.30916,0.3575,0.30916,0.33333,0.30187,0.55596,0.14217,0.33333,0.39879,0.26788,0.39879,0.26788,0.33333,0.25142,0.6862,0.06238,212111,1.92328873092287
"273",273,18,1921,8,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.45,"clouds",0.5,"circles",0.5,"squares",0.65,311,132,133,"blue",111212,"False",3,2,1,3,16,25,0.30303,0.30303,0.39394,0.42424,0.30303,0.27273,NA,NA,NA,0.27628,0.33333,0.39038,0.39038,0.33333,0.27628,0.414,0.293,0.293,0.21809,0.33333,0.44858,0.44858,0.33333,0.21809,0.50701,0.24649,0.24649,111212,2.17604213196736
"274",274,18,1507,9,"English","blue things",0.8,"red things",0.25,"green things",0.5,"clouds",0.5,"circles",0.3,"squares",0.75,321,221,222,"striped",322112,"True",2,3,1,6,5,14,0.32258,0.19355,0.48387,NA,NA,NA,0.51613,0.16129,0.32258,0.33333,0.1273,0.53937,0.33333,0.33333,0.33333,0.48243,0.18424,0.33333,0.33333,0.05556,0.61111,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,322112,2.05549269453926
"275",275,18,1590,10,"English","blue things",0.5,"red things",0.7,"green things",0.25,"solid things",0.7,"striped things",0.2,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.5,0.14286,0.35714,0.34483,0.48276,0.17241,0.33333,0.33333,0.33333,0.47634,0.19033,0.33333,0.33333,0.47634,0.19033,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.33333,0.57143,0.09524,322121,2.02306827379484
"276",276,18,1914,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,331,332,"green",111212,"False",3,1,2,23,9,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.39038,0.27628,0.33333,0.39038,0.27628,0.293,0.293,0.414,0.33333,0.44858,0.21809,0.33333,0.44858,0.21809,0.24649,0.24649,0.50701,111212,2.21704378593801
"277",277,18,1364,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,111,123,132,"solid",113211,"False",2,3,1,1,22,16,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.41317,0.29341,0.29341,0.41317,0.29341,0.29341,0.33333,0.33333,0.33333,0.50701,0.24649,0.24649,0.50701,0.24649,0.24649,113211,2.21068933365733
"278",278,18,474,13,"English","solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,"clouds",0.25,"circles",0.75,"squares",0.5,223,113,331,"green",211111,"True",3,2,1,23,19,9,0.16667,0.5,0.33333,0.13793,0.51724,0.34483,NA,NA,NA,0.13374,0.5673,0.29896,0.13374,0.5673,0.29896,0.30687,0.33333,0.3598,0.06238,0.6862,0.25142,0.06238,0.6862,0.25142,0.26788,0.33333,0.39879,211111,2.00829057628649
"279",279,18,174,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.25,"circles",0.5,"squares",0.8,322,122,122,"striped",323212,"True",2,3,1,15,13,13,0.16129,0.32258,0.51613,NA,NA,NA,0.33333,0.33333,0.33333,0.12808,0.33333,0.53858,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05556,0.33333,0.61111,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.10385393533649
"280",280,18,1873,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,312,312,"polka-dotted",123212,"False",2,1,3,9,12,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.27681,0.33333,0.38986,0.38986,0.27681,0.33333,0.33333,0.33333,0.33333,0.21809,0.33333,0.44858,0.44858,0.21809,0.33333,123212,2.20695057276781
"281",281,18,1616,16,"English","solid things",0.5,"striped things",0.2,"polka-dotted things",0.8,"blue things",0.5,"red things",0.25,"green things",0.8,233,222,112,"circle",211112,"True",1,2,3,26,14,10,NA,NA,NA,0.33333,0.13333,0.53333,0.32258,0.16129,0.51613,0.30734,0.35933,0.33333,0.29955,0.13538,0.56507,0.33333,0.16542,0.50125,0.26788,0.39879,0.33333,0.25142,0.06238,0.6862,0.33333,0.08477,0.5819,211211,1.97394078819449
"282",282,18,2010,17,"English","clouds",0.5,"circles",0.25,"squares",0.8,"blue things",0.5,"red things",0.2,"green things",0.8,313,312,213,"solid",322122,"True",2,1,3,21,12,20,0.32258,0.16129,0.51613,NA,NA,NA,0.33333,0.13333,0.53333,0.33333,0.19226,0.47441,0.33333,0.33333,0.33333,0.33333,0.19226,0.47441,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,0.09524,0.57143,322122,1.98897435889011
"283",283,18,1623,18,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.5,"red things",0.8,"green things",0.25,212,313,321,"solid",211112,"True",2,1,3,11,21,6,0.32258,0.51613,0.16129,NA,NA,NA,0.32258,0.51613,0.16129,0.33333,0.50125,0.16542,0.35933,0.30734,0.33333,0.29955,0.56507,0.13538,0.33333,0.5819,0.08477,0.39879,0.26788,0.33333,0.25142,0.6862,0.06238,211211,2.00706291794692
"284",284,18,439,19,"English","blue things",0.2,"red things",0.8,"green things",0.25,"solid things",0.85,"striped things",0.5,"polka-dotted things",0.25,112,133,131,"cloud",321112,"True",1,3,2,10,25,7,NA,NA,NA,0.53125,0.3125,0.15625,0.16,0.64,0.2,0.33333,0.33333,0.33333,0.53998,0.33333,0.12669,0.15968,0.68063,0.15968,0.33333,0.33333,0.33333,0.61111,0.33333,0.05556,0.07692,0.84615,0.07692,321211,1.9001744715097
"285",285,18,2279,20,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,111,111,311,"cloud",213232,"False",1,2,3,1,1,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35898,0.33333,0.30768,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.39879,0.33333,0.26788,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"286",286,19,390,6,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,332,322,222,"polka-dotted",122132,"False",2,3,1,18,15,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.30016,0.36651,0.33333,0.28851,0.37816,0.33333,0.33333,0.33333,0.33333,0.23065,0.43602,0.33333,0.21809,0.44858,0.33333,0.33333,0.33333,123221,2.20054238988655
"287",287,19,1027,7,"english","blue things",0.5,"red things",0.25,"green things",0.85,"clouds",0.25,"circles",0.5,"squares",0.75,323,122,133,"striped",212212,"True",2,3,1,24,13,25,0.16667,0.33333,0.5,NA,NA,NA,0.3125,0.15625,0.53125,0.19458,0.33333,0.47209,0.33333,0.35203,0.31464,0.33333,0.18022,0.48645,0.08477,0.33333,0.5819,0.33333,0.39879,0.26788,0.33333,0.06281,0.60386,212212,2.00821536529176
"288",288,19,1590,8,"english","blue things",0.5,"red things",0.8,"green things",0.2,"solid things",0.75,"striped things",0.15,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.53571,0.10714,0.35714,0.33333,0.53333,0.13333,0.33333,0.33333,0.33333,0.44042,0.22624,0.33333,0.33333,0.44042,0.22624,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.33333,0.57143,0.09524,322121,1.99258644898857
"289",289,19,1469,9,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,322,332,"blue",123211,"False",3,1,2,3,15,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.39601,0.30199,0.30199,0.37823,0.28843,0.33333,0.33333,0.33333,0.33333,0.50701,0.24649,0.24649,0.44858,0.21809,0.33333,123211,2.20561474455331
"290",290,19,339,10,"english","solid things",0.85,"striped things",0.25,"polka-dotted things",0.25,"clouds",0.5,"circles",0.5,"squares",0.5,312,332,323,"red",213211,"True",3,2,1,12,18,24,0.33333,0.33333,0.33333,0.62963,0.18519,0.18519,NA,NA,NA,0.33333,0.33333,0.33333,0.53012,0.30775,0.16212,0.33333,0.35289,0.31377,0.33333,0.33333,0.33333,0.6862,0.25142,0.06238,0.33333,0.39879,0.26788,213211,2.0533613737069
"291",291,19,271,11,"english","clouds",0.5,"circles",0.35,"squares",0.7,"blue things",0.55,"red things",0.2,"green things",0.7,313,212,333,"solid",212222,"True",2,1,3,21,11,27,0.32258,0.22581,0.45161,NA,NA,NA,0.37931,0.13793,0.48276,0.33333,0.17654,0.49012,0.35271,0.33333,0.31395,0.33333,0.17654,0.49012,0.33333,0.06281,0.60386,0.39879,0.33333,0.26788,0.33333,0.06281,0.60386,212222,2.06819441832975
"292",292,19,1285,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,313,132,"blue",111111,"False",3,2,1,5,21,16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.3018,0.3964,0.3018,0.3018,0.3964,0.3018,0.3964,0.3018,0.3018,0.24649,0.50701,0.24649,0.24649,0.50701,0.24649,0.50701,0.24649,0.24649,111111,2.21421080221111
"293",293,19,757,13,"english","blue things",0.65,"red things",0.3,"green things",0.5,"clouds",0.35,"circles",0.5,"squares",0.75,311,112,122,"solid",211212,"True",2,3,1,3,10,13,0.21875,0.3125,0.46875,NA,NA,NA,0.44828,0.2069,0.34483,0.19056,0.33333,0.4761,0.35292,0.31374,0.33333,0.4761,0.19056,0.33333,0.08477,0.33333,0.5819,0.39879,0.26788,0.33333,0.5819,0.08477,0.33333,211212,2.10831658145609
"294",294,19,1599,14,"english","blue things",0.5,"red things",0.7,"green things",0.3,"solid things",0.7,"striped things",0.3,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.46667,0.2,0.33333,0.33333,0.46667,0.2,0.33333,0.33333,0.33333,0.44042,0.22624,0.33333,0.33333,0.44042,0.22624,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.33333,0.57143,0.09524,322121,2.0922166416745
"295",295,19,967,15,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,322,233,213,"red",121112,"False",3,1,2,15,26,20,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.28815,0.37852,0.30178,0.39643,0.30178,0.33333,0.37852,0.28815,0.33333,0.21809,0.44858,0.24649,0.50701,0.24649,0.33333,0.44858,0.21809,121211,2.21190782398499
