"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"210",210,210,13,754,20,"English","solid things",0.05,"striped things",0,"polka-dotted things",1,"clouds",0.05,"circles",1,"squares",0,233,113,112,"green",211212,"True",3,2,1,26,19,10,NA,NA,NA,0.95238,0.04762,NA,0.95238,0.04762,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.848680756596217,0.151319243403783,NA,0.848680756596217,0.151319243403783,NA,211212
"211",211,211,14,120,6,"english","blue things",0.75,"red things",0.85,"green things",0,"solid things",0.9,"striped things",0,"polka-dotted things",1,332,331,113,"square",212111,"True",1,3,2,18,9,19,NA,NA,NA,0.52632,0.47368,NA,0.53125,0.46875,0,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,212111
"212",212,212,14,149,7,"english","blue things",0,"red things",1,"green things",1,"clouds",0.15,"circles",1,"squares",0.15,212,213,331,"solid",212111,"True",2,3,1,11,20,9,NA,NA,NA,0.869569640858683,0.130430359141317,NA,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,212111
"213",213,213,14,160,8,"english","blue things",0,"red things",1,"green things",0,"solid things",0.2,"striped things",0.3,"polka-dotted things",1,322,332,332,"square",323212,"True",1,3,2,15,18,18,NA,NA,NA,NA,NA,NA,0.23076834319868,0.76923165680132,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,323212
"214",214,214,14,955,9,"english","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.8,"green things",0,222,311,313,"circle",121112,"False",1,2,3,14,3,21,NA,NA,NA,1,0,NA,1,0,0,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,121211
"215",215,215,14,1413,10,"english","blue things",1,"red things",0.05,"green things",0.8,"clouds",0.3,"circles",0.5,"squares",0.5,321,121,223,"striped",322111,"True",2,3,1,6,4,23,NA,NA,NA,0.555556697534354,0.444443302465646,NA,0.384616153838462,0.230767692323077,0.384616153838462,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,322111
"216",216,216,14,703,11,"english","blue things",1,"red things",0,"green things",1,"solid things",1,"striped things",0.2,"polka-dotted things",0,111,113,221,"cloud",212122,"True",1,3,2,1,19,5,NA,NA,NA,0.83333,0.16667,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,212122
"217",217,217,14,952,12,"english","clouds",0.3,"circles",1,"squares",1,"blue things",0.15,"red things",0.1,"green things",1,313,122,121,"solid",121112,"False",2,1,3,21,13,4,NA,NA,NA,0.76923621308894,0.23076378691106,NA,0.8,0.08,0.12,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,121211
"218",218,218,14,1489,13,"english","blue things",1,"red things",0,"green things",0.05,"solid things",0.5,"striped things",0.25,"polka-dotted things",0.1,111,331,321,"cloud",123211,"False",1,3,2,1,9,6,NA,NA,NA,NA,NA,NA,0.588234117658823,0.117648823511765,0.294117058829412,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"219",219,219,14,1060,14,"english","solid things",0.25,"striped things",0.9,"polka-dotted things",0,"blue things",0.05,"red things",0.7,"green things",0.75,323,222,122,"square",113212,"False",1,2,3,24,14,13,NA,NA,NA,NA,NA,NA,0.517239595725532,0.482760404274468,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113212
"220",220,220,14,1239,15,"english","blue things",0.3,"red things",0,"green things",0.7,"solid things",0.5,"striped things",0.9,"polka-dotted things",0,223,321,131,"circle",112112,"False",1,3,2,23,6,7,NA,NA,NA,1,0,NA,0.7,0.3,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112112
"221",221,221,14,1718,16,"english","clouds",0.15,"circles",0.95,"squares",0.1,"solid things",0.5,"striped things",0.3,"polka-dotted things",0.8,233,223,321,"green",212112,"True",3,1,2,26,23,6,NA,NA,NA,0.904765714285714,0.0952342857142857,NA,0.727272727272727,0.272727272727273,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,212112
"222",222,222,14,415,17,"english","clouds",0.1,"circles",0.65,"squares",0.7,"solid things",0.5,"striped things",0.85,"polka-dotted things",0.85,222,332,312,"red",321112,"True",3,1,2,14,18,12,NA,NA,NA,0.481483072692903,0.518516927307097,NA,0.386363863638636,0.386363863638636,0.227272272722727,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,321211
"223",223,223,14,2013,18,"english","clouds",0.9,"circles",0.15,"squares",0.8,"solid things",0.5,"striped things",0.9,"polka-dotted things",0,321,311,121,"blue",322122,"True",3,1,2,6,3,4,NA,NA,NA,0.64286,0.35714,NA,0.470585034605842,0.529414965394158,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,322122
"224",224,224,14,776,19,"english","blue things",0,"red things",0.95,"green things",0.5,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.5,133,112,312,"cloud",211212,"True",1,3,2,25,10,12,NA,NA,NA,0.344826516044938,0.655173483955062,NA,0.34483,0.65517,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,211212
"225",225,225,14,1615,20,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.6,"clouds",0.05,"circles",0.55,"squares",0.9,212,332,323,"red",211112,"True",3,2,1,11,18,24,NA,NA,NA,0.379312485129362,0.620687514870638,NA,0.3125,0.375,0.3125,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,211211
"226",226,226,15,1403,6,"English","clouds",0.6,"circles",0,"squares",0,"blue things",0.65,"red things",0,"green things",0.5,111,211,312,"solid",322111,"True",2,1,3,1,2,12,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.763136184319078,0.236863815680922,NA,0.73151,0.13415,0.13434,322111
"227",227,227,15,207,7,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,311,131,"square",212132,"False",1,3,2,3,3,7,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,213221
"228",228,228,15,1445,8,"English","blue things",0.75,"red things",0,"green things",0.5,"solid things",0.7,"striped things",0.1,"polka-dotted things",0.1,111,121,132,"cloud",322111,"True",1,3,2,1,4,16,NA,NA,NA,1,0,NA,0.77778,0.11111,0.11111,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.763136184319078,0.236863815680922,NA,0.73151,0.13415,0.13434,322111
"229",229,229,15,1510,9,"English","clouds",0.2,"circles",0.75,"squares",0.5,"solid things",0.5,"striped things",0.15,"polka-dotted things",0.6,231,131,121,"blue",322112,"True",3,1,2,8,7,4,NA,NA,NA,0.8,0.2,NA,0.789474487537586,0.210525512462414,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.763267632676327,0.236732367323673,NA,0.845123451234512,0.154876548765488,NA,322112
"230",230,230,15,162,10,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.35,"blue things",0.5,"red things",0.5,"green things",0.5,312,332,332,"square",323212,"True",1,2,3,12,18,18,NA,NA,NA,NA,NA,NA,0.666661746036432,0.333338253963568,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.845213452134521,0.154786547865479,NA,323212
"231",231,231,15,685,11,"English","clouds",0.3,"circles",0.5,"squares",0.7,"blue things",0.25,"red things",0.8,"green things",0.25,312,113,331,"solid",212211,"True",2,1,3,12,19,9,NA,NA,NA,0.7000014999925,0.2999985000075,NA,0.61538,0.19231,0.19231,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.831055844720776,0.168944155279224,NA,0.56310436895631,0.103438965610344,0.333456665433346,212211
"232",232,232,15,1427,12,"English","solid things",0.4,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.25,"red things",0.25,"green things",0.7,123,121,112,"cloud",322111,"True",1,2,3,22,4,10,NA,NA,NA,0.619049024962726,0.380950975037274,NA,0.583335833358334,0.208332083320833,0.208332083320833,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.763136184319078,0.236863815680922,NA,0.73151,0.13415,0.13434,322111
"233",233,233,15,1729,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.8,"red things",0.5,"green things",0.15,331,333,213,"polka-dotted",212112,"True",2,1,3,9,27,20,NA,NA,NA,0.5,0.5,NA,0.842102049849657,0.157897950150343,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.781492814928149,0.218507185071851,NA,212112
"234",234,234,15,1218,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,121,133,"red",112112,"False",3,2,1,14,4,25,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112112
"235",235,235,15,2077,15,"English","solid things",0.7,"striped things",0.2,"polka-dotted things",0.2,"blue things",0.2,"red things",0.2,"green things",0.85,113,121,132,"cloud",321111,"True",1,2,3,19,4,16,NA,NA,NA,0.63636,0.18182,0.18182,0.68,0.16,0.16,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.73164,0.13418,0.13418,0.73164,0.13418,0.13418,321111
"236",236,236,15,1995,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,131,131,"cloud",323232,"False",1,2,3,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232
"237",237,237,15,6,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.55,333,131,111,"square",122112,"False",1,2,3,27,7,1,NA,NA,NA,0.5,0.5,NA,0.523810929703877,0.476189070296124,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"238",238,238,15,2059,18,"English","clouds",0.2,"circles",0.85,"squares",0.2,"blue things",0.85,"red things",0.15,"green things",0.15,231,133,332,"polka-dotted",321111,"True",2,1,3,8,25,18,NA,NA,NA,0.68,0.16,0.16,0.739137391373914,0.130431304313043,0.130431304313043,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.73164,0.13418,0.13418,0.73164,0.13418,0.13418,321111
"239",239,239,15,165,19,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"clouds",0.5,"circles",0.5,"squares",0.5,322,332,332,"red",323212,"True",3,2,1,15,18,18,NA,NA,NA,NA,NA,NA,0.950004500045,0.0499954999549996,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.845213452134521,0.154786547865479,NA,323212
"240",240,240,15,30,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,322,321,"solid",122112,"False",2,1,3,11,15,6,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"241",241,241,16,369,6,"english","solid things",0,"striped things",0,"polka-dotted things",0,"clouds",0.05,"circles",0.05,"squares",0.05,122,121,221,"red",122132,"False",3,2,1,13,4,5,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,123221
"242",242,242,16,1124,7,"english","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.95,333,231,231,"polka-dotted",321212,"True",2,1,3,27,8,8,NA,NA,NA,0.5,0.5,NA,0.94999894999895,0.05000105000105,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.85042074789626,0.149579252103739,NA,0.85042074789626,0.149579252103739,NA,321212
"243",243,243,16,602,8,"english","clouds",0.05,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0.05,213,211,332,"green",112121,"False",3,1,2,20,2,18,NA,NA,NA,0,1,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112121
"244",244,244,16,2156,9,"english","clouds",1,"circles",0.05,"squares",0.05,"blue things",0,"red things",0,"green things",0,113,332,231,"solid",121111,"False",2,1,3,19,18,8,NA,NA,NA,0.90909909099091,0.045450454504545,0.045450454504545,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,121111
"245",245,245,16,239,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,331,331,232,"blue",212132,"False",3,2,1,9,9,17,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,213221
"246",246,246,16,592,11,"english","solid things",0,"striped things",0,"polka-dotted things",0.9,"clouds",0,"circles",0,"squares",0,211,231,233,"blue",213212,"True",3,2,1,2,8,26,NA,NA,NA,NA,NA,NA,0,1,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.785651071744641,0.214348928255359,NA,213212
"247",247,247,16,1786,12,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",0.05,232,232,132,"polka-dotted",322132,"True",2,1,3,17,17,16,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.763301183494082,0.236698816505917,NA,323221
"248",248,248,16,1443,13,"english","blue things",0,"red things",0,"green things",0,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,321,331,312,"square",322111,"True",1,3,2,6,9,12,NA,NA,NA,0.5,0.5,NA,0.90476,0.04762,0.04762,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.763387633876339,0.236612366123661,NA,0.733377333773338,0.132441324413244,0.134181341813418,322111
"249",249,249,16,782,14,"english","blue things",0,"red things",0,"green things",0.95,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,133,112,212,"cloud",211212,"True",1,3,2,25,10,11,NA,NA,NA,0.952385442202527,0.0476145577974731,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.787841060794696,0.212158939205304,NA,0.787841060794696,0.212158939205304,NA,211212
"250",250,250,16,759,15,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.75,"blue things",0.75,"red things",0.05,"green things",0.05,131,113,313,"cloud",211212,"True",1,2,3,7,19,21,NA,NA,NA,0.937503320335327,0.0624966796646727,NA,0.937503320335327,0.0624966796646727,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.787841060794696,0.212158939205304,NA,0.787841060794696,0.212158939205304,NA,211212
"251",251,251,16,2240,16,"english","blue things",0,"red things",0,"green things",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,323,322,321,"square",323211,"True",1,3,2,24,15,6,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.73466,0.13267,0.13267,323211
"252",252,252,16,2057,17,"english","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0.05,"green things",0.05,311,322,333,"square",321111,"True",1,2,3,3,15,27,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.90909909099091,0.045450454504545,0.045450454504545,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.73466,0.13267,0.13267,0.73466,0.13267,0.13267,321111
"253",253,253,16,1577,18,"english","blue things",0,"red things",0,"green things",0.65,"clouds",0.05,"circles",0,"squares",0.05,333,333,131,"polka-dotted",322121,"True",2,3,1,27,27,7,NA,NA,NA,0.5,0.5,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.760972609726097,0.239027390273903,NA,0.760972609726097,0.239027390273903,NA,322121
"254",254,254,16,2248,19,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0,"green things",0,132,122,112,"cloud",323211,"True",1,2,3,16,13,10,NA,NA,NA,NA,NA,NA,0.90476,0.04762,0.04762,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.73466,0.13267,0.13267,323211
"255",255,255,16,2194,20,"english","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0.05,"squares",0,321,112,213,"striped",121111,"False",2,3,1,6,10,20,NA,NA,NA,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,121111
"256",256,256,17,592,6,"english","clouds",0.8,"circles",1,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",1,211,231,233,"blue",213212,"True",3,1,2,2,8,26,NA,NA,NA,NA,NA,NA,0,1,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.82241588792056,0.17758411207944,NA,213212
"257",257,257,17,1049,7,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,322,311,212,"square",212212,"True",1,2,3,15,3,11,NA,NA,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.872845635771821,0.127154364228179,NA,0.822175889120554,0.177824110879446,NA,212212
"258",258,258,17,145,8,"english","solid things",1,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,123,223,312,"green",212111,"True",3,2,1,22,23,12,NA,NA,NA,0.5,0.5,NA,1,0,0,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.58808,0.07859,0.33333,212111
"259",259,259,17,1024,9,"english","clouds",1,"circles",0,"squares",0,"solid things",1,"striped things",1,"polka-dotted things",0,122,212,111,"red",212212,"True",3,1,2,13,11,1,NA,NA,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.872845635771821,0.127154364228179,NA,0.822175889120554,0.177824110879446,NA,212212
"260",260,260,17,2134,10,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,312,211,"cloud",111112,"False",1,2,3,25,12,2,NA,NA,NA,0.5,0.5,NA,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,111211
"261",261,261,17,915,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,113,113,321,"green",212121,"False",3,2,1,19,19,6,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,212121
"262",262,262,17,552,12,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.82241588792056,0.17758411207944,NA,213212
"263",263,263,17,463,13,"english","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,131,123,312,"cloud",211111,"True",1,2,3,7,22,12,NA,NA,NA,0.5,0,0.5,1,0,0,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.58808,0.07859,0.33333,0.58808,0.07859,0.33333,211111
"264",264,264,17,1794,14,"english","solid things",1,"striped things",1,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.808973089730897,0.191026910269103,NA,323221
"265",265,265,17,1127,15,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,321,321,"striped",321212,"True",2,1,3,23,6,6,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.882445587772061,0.117554412227939,NA,0.882445587772061,0.117554412227939,NA,321212
"266",266,266,17,2256,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,112,112,122,"solid",213232,"False",2,3,1,10,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,213232
"267",267,267,17,614,17,"english","clouds",0,"circles",1,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",1,233,231,312,"green",112121,"False",3,1,2,26,8,12,NA,NA,NA,0.5,0.5,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112121
"268",268,268,17,1972,18,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,131,131,131,"polka-dotted",323232,"False",2,3,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232
"269",269,269,17,1444,19,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,111,221,"blue",322111,"True",3,2,1,3,1,5,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.808973089730897,0.191026910269103,NA,0.78897,0.10543,0.1056,322111
"270",270,270,17,1771,20,"english","blue things",1,"red things",0,"green things",0,"clouds",1,"circles",0,"squares",0,121,121,221,"striped",322132,"True",2,3,1,4,4,5,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.808973089730897,0.191026910269103,NA,323221
"271",271,271,18,1749,6,"English","clouds",0.5,"circles",0.8,"squares",0.25,"blue things",0.15,"red things",0.15,"green things",0.85,223,323,331,"striped",212112,"True",2,1,3,23,24,9,NA,NA,NA,0.8500046000276,0.1499953999724,NA,0.761905464851938,0.238094535148062,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.741716291418543,0.258283708581457,NA,212112
"272",272,272,18,147,7,"English","clouds",0.5,"circles",0.8,"squares",0.1,"blue things",0.2,"red things",0.85,"green things",0.15,212,213,321,"solid",212111,"True",2,1,3,11,20,6,NA,NA,NA,0.888887160501509,0.111112839498491,NA,0.70833,0.125,0.16667,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.53663,0.13004,0.33333,212111
"273",273,273,18,1921,8,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.45,"clouds",0.5,"circles",0.5,"squares",0.65,311,132,133,"blue",111212,"False",3,2,1,3,16,25,NA,NA,NA,0.608691909264387,0.391308090735613,NA,0.565218015122602,0.434781984877398,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"274",274,274,18,1507,9,"English","blue things",0.8,"red things",0.25,"green things",0.5,"clouds",0.5,"circles",0.3,"squares",0.75,321,221,222,"striped",322112,"True",2,3,1,6,5,14,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.714283605444185,0.285716394555815,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.719246403767981,0.280753596232019,NA,0.805030974845126,0.194969025154874,NA,322112
"275",275,275,18,1590,10,"English","blue things",0.5,"red things",0.7,"green things",0.25,"solid things",0.7,"striped things",0.2,"polka-dotted things",0.5,212,212,223,"circle",322121,"True",1,3,2,11,11,23,NA,NA,NA,0.777774321003018,0.222225678996982,NA,0.736846925225514,0.263153074774486,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.718886405567972,0.281113594432028,NA,0.718886405567972,0.281113594432028,NA,322121
"276",276,276,18,1914,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,331,332,"green",111212,"False",3,1,2,23,9,18,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
